建商營造,歷年案件,裁判日期,裁判案由,裁判字號
翊豐營造,3,111.07.29,返還不當得利,臺灣士林地方法院 111 年度 補 字第 546 號民事裁定
翊豐營造,3,111.06.09,請求返還借款等,最高法院 111 年度 台上 字第 1253 號民事裁定
翊豐營造,3,111.02.16,返還借款等,臺灣高等法院 110 年度 重勞上 字第 18 號民事判決
中鹿營造,127,111.05.18,傷害等,臺灣雲林地方法院 110 年度 訴 字第 324 號刑事判決
中鹿營造,127,111.04.25,侵權行為損害賠償等,臺灣新北地方法院 110 年度 訴 字第 2852 號民事判決
中鹿營造,127,110.12.30,給付工程款,臺灣臺北地方法院 109 年度 建 字第 14 號民事判決
中鹿營造,127,110.04.21,給付工程款,臺灣臺北地方法院 103 年度 建 字第 291 號民事判決
中鹿營造,127,110.03.10,請求給付工程款,最高法院 110 年度 台上 字第 598 號民事判決
中鹿營造,127,110.01.29,竊盜,臺灣臺中地方法院 109 年度 中簡 字第 3605 號刑事判決
中鹿營造,127,109.04.29,給付工程款,臺灣高等法院 高雄分院 107 年度 建上更二 字第 4 號民事判決
中鹿營造,127,108.04.18,給付工程款,臺灣臺北地方法院 107 年度 建 字第 123 號民事判決
中鹿營造,127,107.03.14,請求給付工程款,最高法院 106 年度 台上 字第 1607 號民事判決
中鹿營造,127,106.11.20,偽造文書等,臺灣臺北地方法院 106 年度 審簡 字第 1780 號刑事判決
中鹿營造,127,106.11.07,給付工程款,臺灣彰化地方法院 106 年度 建 字第 10 號民事判決
中鹿營造,127,106.07.06,貪污等,臺灣臺北地方法院 102 年度 訴 字第 406 號刑事判決
中鹿營造,127,106.05.18,偽造文書等,臺灣高雄地方法院 106 年度 訴緝 字第 7 號刑事判決
中鹿營造,127,106.03.22,給付工程款,臺灣高等法院 高雄分院 105 年度 建上更(一) 字第 3 號民事判決
中鹿營造,127,105.11.15,第三人異議之訴,臺灣臺南地方法院 104 年度 訴 字第 166 號民事判決
中鹿營造,127,105.07.13,懲戒,公務員懲戒委員會 105 年度 鑑 字第 13816 號公懲判決
中鹿營造,127,105.06.08,請求給付工程款,最高法院 105 年度 台上 字第 995 號民事判決
中鹿營造,127,105.04.14,貪污治罪條例,臺灣高等法院 103 年度 上訴 字第 2846 號刑事判決
中鹿營造,127,104.05.28,給付工程款,臺灣高等法院 高雄分院 102 年度 建上 字第 22 號民事裁定
中鹿營造,127,104.05.20,給付工程款,臺灣高等法院 高雄分院 102 年度 建上 字第 22 號民事判決
保誠興業,17,108.12.10,履行協議,臺灣高等法院 108 年度 上 字第 1057 號民事判決
保誠興業,17,108.07.11,履行協議,臺灣士林地方法院 107 年度 訴 字第 1470 號民事判決
保誠興業,17,104.01.19,給付服務報酬,臺灣士林地方法院 104 年度 訴 字第 108 號民事裁定
保誠興業,17,103.12.17,給付服務報酬,臺灣士林地方法院 103 年度 補 字第 1312 號民事裁定
保誠興業,17,103.11.27,支付命令,臺灣士林地方法院 103 年度 司促 字第 19870 號民事其他文書
保誠興業,17,102.12.10,拍賣抵押物,臺灣士林地方法院 102 年度 司拍 字第 261 號民事裁定
保誠興業,17,102.05.30,偽造有價證券,最高法院 102 年度 台上 字第 2161 號刑事判決
保誠興業,17,102.04.30,拆屋還地等,臺灣士林地方法院 100 年度 簡上 字第 108 號民事判決
保誠興業,17,102.02.07,偽造有價證券等,臺灣高等法院 100 年度 上更(一) 字第 254 號刑事判決
保誠興業,17,100.02.25,偽造有價證券等,臺灣高等法院 99 年度 上訴 字第 1811 號刑事判決
保誠興業,17,99.03.23,偽造有價證券等,臺灣士林地方法院 97 年度 訴 字第 108 號刑事判決
保誠興業,17,99.02.11,返還保證金,臺灣士林地方法院 99 年度 補 字第 190 號民事裁定
保誠興業,17,98.05.27,偽造文書等,臺灣士林地方法院 98 年度 訴 字第 143 號刑事判決
保誠興業,17,97.02.13,返還不當得利,臺灣高等法院 96 年度 上易 字第 1002 號民事判決
保誠興業,17,96.09.06,返還不當得利,臺灣臺北地方法院 96 年度 訴 字第 1944 號民事判決
保誠興業,17,96.08.20,返還不當得利,臺灣臺北地方法院 96 年度 訴 字第 1945 號民事判決
保誠興業,17,96.05.09,本票裁定,臺灣士林地方法院 96 年度 票 字第 3140 號民事裁定
民凱建設,86,111.07.12,分割共有物,臺灣高等法院 109 年度 上 字第 967 號民事判決
民凱建設,86,111.05.31,侵占,臺灣新北地方法院 110 年度 易 字第 758 號刑事判決
民凱建設,86,111.05.04,交付法庭錄音光碟,臺灣高等法院 111 年度 聲 字第 192 號民事裁定
民凱建設,86,111.03.24,交付法庭錄音光碟,臺灣高等法院 111 年度 聲 字第 116 號民事裁定
民凱建設,86,109.08.03,修復漏水等,臺灣新北地方法院 108 年度 訴 字第 242 號民事判決
民凱建設,86,109.07.31,分割共有物,臺灣高等法院 109 年度 抗 字第 965 號民事裁定
民凱建設,86,109.06.05,分割共有物,臺灣士林地方法院 108 年度 訴 字第 423 號民事裁定
民凱建設,86,109.06.05,分割共有物,臺灣士林地方法院 108 年度 訴 字第 423 號民事裁定
民凱建設,86,109.04.17,分割共有物,臺灣士林地方法院 108 年度 訴 字第 423 號民事判決
民凱建設,86,108.12.05,都市更新,臺北高等行政法院 107 年度 訴 字第 1526 號裁定
民凱建設,86,108.12.03,聲請迴避,臺灣士林地方法院 108 年度 聲 字第 248 號民事裁定
民凱建設,86,108.09.26,都市更新,臺北高等行政法院 107 年度 訴 字第 1526 號裁定
民凱建設,86,108.07.08,依職權裁定確定訴訟費用額,臺灣臺北地方法院 108 年度 司他 字第 239 號民事裁定
民凱建設,86,108.06.12,有關行政執行事務,臺北高等行政法院 107 年度 訴 字第 1068 號判決
民凱建設,86,108.03.14,所有權登記,臺北高等行政法院 107 年度 訴 字第 1157 號判決
民凱建設,86,107.12.25,拆屋還地等,臺灣臺北地方法院 107 年度 重訴 字第 82 號民事判決
民凱建設,86,107.12.19,所有權登記,臺北高等行政法院 107 年度 訴 字第 1157 號裁定
民凱建設,86,107.12.13,聲請停止執行,最高行政法院 107 年度 裁 字第 2034 號裁定
民凱建設,86,107.12.11,聲請假處分,臺北高等行政法院 107 年度 全 字第 87 號裁定
民凱建設,86,107.10.31,聲請停止執行,臺北高等行政法院 107 年度 停 字第 82 號裁定
日商大林組,11,108.01.30,詐欺等,臺灣臺北地方法院 107 年度 自 字第 28 號刑事裁定
日商大林組,11,106.05.23,返還設計扣款等,臺灣臺北地方法院 105 年度 訴 字第 1940 號民事判決
日商大林組,11,103.12.23,偽造文書等,臺灣高等法院 102 年度 上訴 字第 3000 號刑事判決
日商大林組,11,102.08.30,違反廢棄物清理法等,臺灣桃園地方法院 97 年度 訴更 字第 2 號刑事判決
日商大林組,11,96.12.06,違反廢棄物清理法等,臺灣高等法院 96 年度 上訴 字第 4023 號刑事判決
日商大林組,11,96.07.31,違反廢棄物清理法等,臺灣桃園地方法院 94 年度 訴 字第 708 號刑事判決
日商大林組,11,96.07.31,違反廢棄物清理法等,臺灣桃園地方法院 94 年度 訴 字第 708 號刑事判決
日商大林組,11,94.10.11,損害賠償,臺灣高等法院 93 年度 重上 字第 387 號民事判決
日商大林組,11,94.08.30,損害賠償,臺灣桃園地方法院 94 年度 簡上 字第 59 號民事判決
日商大林組,11,94.03.28,侵占等,臺灣桃園地方法院 94 年度 桃簡 字第 289 號刑事判決
日商大林組,11,93.06.08,損害賠償,臺灣桃園地方法院 91 年度 重訴 字第 32 號民事判決
金藏營造工程,46,111.08.02,聲請交付審判,臺灣臺北地方法院 110 年度 聲判 字第 204 號刑事裁定
金藏營造工程,46,111.02.09,支付命令,臺灣臺北地方法院 111 年度 司促 字第 1414 號民事裁定
金藏營造工程,46,110.09.17,除權判決（票據）,臺灣臺北地方法院 110 年度 除 字第 1290 號民事判決
金藏營造工程,46,110.04.28,公示催告,臺灣臺北地方法院 110 年度 司催 字第 619 號民事裁定
金藏營造工程,46,108.05.31,給付工程款等,臺灣臺北地方法院 107 年度 建 字第 351 號民事裁定
金藏營造工程,46,108.05.31,給付工程款等,臺灣臺北地方法院 107 年度 建 字第 351 號民事判決
金藏營造工程,46,108.01.10,返還買賣價金,臺灣高等法院 107 年度 消上 字第 18 號民事判決
金藏營造工程,46,107.07.31,返還買賣價金,臺灣臺北地方法院 106 年度 消 字第 18 號民事判決
金藏營造工程,46,107.06.28,給付貨款,臺灣臺北地方法院 106 年度 訴 字第 401 號民事判決
金藏營造工程,46,107.03.26,給付工程款,臺灣臺北地方法院 107 年度 建 字第 127 號民事裁定
金藏營造工程,46,106.11.30,支付命令,臺灣臺北地方法院 106 年度 司促 字第 19314 號民事其他文書
金藏營造工程,46,106.06.05,商業會計法等,臺灣新北地方法院 106 年度 重訴緝 字第 1 號刑事判決
金藏營造工程,46,105.10.07,請求不當得利,最高法院 105 年度 台上 字第 1708 號民事判決
金藏營造工程,46,105.03.31,貪污治罪條例等,臺灣高等法院 104 年度 上重訴 字第 13 號刑事判決
金藏營造工程,46,104.06.23,不當得利等,臺灣高等法院 104 年度 重上更(一) 字第 20 號民事判決
金藏營造工程,46,104.06.11,支付命令,臺灣臺北地方法院 104 年度 司促 字第 11257 號民事其他文書
金藏營造工程,46,104.03.26,商業會計法等,臺灣臺北地方法院 101 年度 訴 字第 582 號刑事判決
金藏營造工程,46,104.03.26,貪污等,臺灣臺北地方法院 95 年度 重訴 字第 18 號刑事判決
金藏營造工程,46,104.01.22,不當得利等,最高法院 104 年度 台上 字第 127 號民事判決
金藏營造工程,46,103.05.06,選任臨時管理人,臺灣桃園地方法院 102 年度 聲 字第 213 號民事裁定
濟盟建設,10,109.06.04,契稅,最高行政法院 109 年度 裁 字第 902 號裁定
濟盟建設,10,109.03.19,契稅,臺北高等行政法院 108 年度 訴更一 字第 84 號判決
濟盟建設,10,108.09.19,契稅,最高行政法院 108 年度 判 字第 439 號判決
濟盟建設,10,107.05.17,契稅,臺北高等行政法院 106 年度 訴 字第 1233 號判決
濟盟建設,10,103.05.14,詐欺,臺灣高等法院 103 年度 上易 字第 344 號刑事判決
濟盟建設,10,103.01.14,詐欺,臺灣臺北地方法院 102 年度 易 字第 506 號刑事判決
濟盟建設,10,95.12.12,損害賠償等,臺灣高等法院 95 年度 上 字第 131 號民事判決
濟盟建設,10,95.01.09,損害賠償等,臺灣臺北地方法院 94 年度 訴 字第 4168 號民事判決
濟盟建設,10,90.02.15,贈與稅,最高行政法院 90 年度 判 字第 232 號判決
濟盟建設,10,89.06.16,贈與稅,最高行政法院 89 年度 判 字第 1986 號判決
宗輝營造,3,98.07.30,易科罰金折算標準,臺灣新北地方法院 98 年度 聲 字第 3558 號刑事裁定
宗輝營造,3,98.04.30,竊盜,臺灣新北地方法院 97 年度 易 字第 3632 號刑事判決
宗輝營造,3,94.10.18,侵占,臺灣新北地方法院 94 年度 易 字第 888 號刑事判決
裕臺營造,14,110.10.25,履行契約等,臺灣桃園地方法院 108 年度 建 字第 81 號民事判決
裕臺營造,14,102.06.28,本票裁定,臺灣新北地方法院 102 年度 司票 字第 3119 號民事裁定
裕臺營造,14,101.09.18,支付命令,臺灣臺北地方法院 101 年度 司促 字第 22873 號民事其他文書
裕臺營造,14,99.02.05,給付工程款,臺灣士林地方法院 96 年度 建 字第 35 號民事判決
裕臺營造,14,98.01.15,營造業法,臺北高等行政法院 97 年度 訴 字第 346 號判決
裕臺營造,14,97.03.13,聲請停止執行,最高行政法院 97 年度 裁 字第 1854 號裁定
裕臺營造,14,96.12.06,聲請停止執行,臺北高等行政法院 96 年度 停 字第 158 號裁定
裕臺營造,14,96.08.07,給付工程款,臺灣士林地方法院 96 年度 補 字第 253 號民事裁定
裕臺營造,14,96.06.21,本票裁定,臺灣新北地方法院 96 年度 票 字第 6945 號民事裁定
裕臺營造,14,95.08.29,技師法,臺北高等行政法院 94 年度 訴 字第 4043 號判決
裕臺營造,14,95.01.12,聲請停止執行,臺北高等行政法院 94 年度 停 字第 136 號裁定
裕臺營造,14,89.08.14,再審之訴,臺灣基隆地方法院 89 年度 再易 字第 2 號民事裁定
裕臺營造,14,89.06.21,再審之訴,臺灣基隆地方法院 89 年度 再易 字第 2 號民事裁定
裕臺營造,14,89.04.12,給付工程款,臺灣基隆地方法院 88 年度 簡上 字第 29 號民事判決
恆合建設,10,104.07.24,竊盜,臺灣新北地方法院 104 年度 審易 字第 2374 號刑事判決
恆合建設,10,103.12.08,聲請交付審判,臺灣臺北地方法院 103 年度 聲判 字第 220 號刑事裁定
恆合建設,10,103.07.22,偽造文書,臺灣臺北地方法院 103 年度 易 字第 540 號刑事判決
恆合建設,10,103.02.27,侵權行為損害賠償,臺灣臺北地方法院 102 年度 訴 字第 4167 號民事判決
恆合建設,10,102.10.09,偽造文書,臺灣高等法院 102 年度 上易 字第 1706 號刑事判決
恆合建設,10,102.06.11,偽造文書,臺灣臺北地方法院 102 年度 簡 字第 1567 號刑事判決
恆合建設,10,102.06.11,偽造文書,臺灣臺北地方法院 102 年度 易 字第 377 號刑事判決
恆合建設,10,99.07.14,本票裁定,臺灣臺北地方法院 99 年度 司票 字第 7369 號民事裁定
恆合建設,10,97.01.09,拆屋還地等,臺灣高等法院 96 年度 重上 字第 536 號民事判決
恆合建設,10,96.09.05,拆屋還地等,臺灣新北地方法院 96 年度 重訴 字第 100 號民事判決
聖得福建設,57,111.07.15,再審之訴,臺灣高等法院 111 年度 抗 字第 755 號民事裁定
聖得福建設,57,111.07.08,回復原狀等,臺灣士林地方法院 109 年度 重訴 字第 495 號民事判決
聖得福建設,57,111.06.08,停止執行,臺灣臺北地方法院 111 年度 聲 字第 346 號民事裁定
聖得福建設,57,111.05.20,停止執行,臺灣臺北地方法院 111 年度 聲 字第 316 號民事裁定
聖得福建設,57,111.05.20,再審之訴,臺灣臺北地方法院 111 年度 再 字第 5 號民事裁定
聖得福建設,57,111.05.05,都市更新,臺北高等行政法院 109 年度 訴 字第 459 號判決
聖得福建設,57,111.03.29,返還擔保金,臺灣高等法院 111 年度 聲 字第 90 號民事裁定
聖得福建設,57,111.01.06,返還擔保金,臺灣士林地方法院 111 年度 司聲 字第 15 號民事裁定
聖得福建設,57,110.10.29,行使權利,臺灣高等法院 110 年度 聲 字第 503 號民事裁定
聖得福建設,57,110.10.07,公示送達,臺灣臺北地方法院 110 年度 司聲 字第 1142 號民事裁定
聖得福建設,57,110.09.30,都市更新,臺北高等行政法院 109 年度 訴 字第 470 號判決
聖得福建設,57,110.08.17,行使權利,臺灣士林地方法院 110 年度 司聲 字第 288 號民事裁定
聖得福建設,57,110.06.29,返還不當得利,臺灣士林地方法院 110 年度 訴 字第 765 號民事裁定
聖得福建設,57,110.06.23,公示送達,臺灣臺北地方法院 110 年度 司聲 字第 680 號民事裁定
聖得福建設,57,110.04.16,請求代位分割遺產,臺灣士林地方法院 110 年度 訴 字第 50 號民事判決
聖得福建設,57,109.12.22,履行契約等,臺灣高等法院 105 年度 重上 字第 1069 號民事判決
聖得福建設,57,109.12.10,聲請停止執行,臺北高等行政法院 109 年度 停 字第 113 號裁定
聖得福建設,57,109.11.25,請求代位分割遺產,臺灣士林地方法院 109 年度 補 字第 869 號民事裁定
聖得福建設,57,109.09.24,都市更新,臺北高等行政法院 109 年度 訴 字第 808 號裁定
聖得福建設,57,109.08.04,都市更新,臺北高等行政法院 109 年度 訴 字第 470 號裁定
時詣建設,14,111.07.26,本票裁定,臺灣臺北地方法院 111 年度 司票 字第 10232 號民事裁定
時詣建設,14,110.03.31,本票裁定,臺灣臺北地方法院 110 年度 抗 字第 38 號民事裁定
時詣建設,14,110.01.26,本票裁定,臺灣臺北地方法院 110 年度 抗 字第 31 號民事裁定
時詣建設,14,109.12.22,本票裁定,臺灣臺北地方法院 109 年度 司票 字第 23041 號民事裁定
時詣建設,14,109.12.22,本票裁定,臺灣臺北地方法院 109 年度 司票 字第 23040 號民事裁定
時詣建設,14,109.11.30,侵占等,臺灣高等法院 109 年度 上重訴 字第 28 號刑事判決
時詣建設,14,109.04.30,因業務侵占附帶民訴,臺灣臺北地方法院 107 年度 重附民 字第 97 號刑事裁定
時詣建設,14,109.04.30,業務侵占等,臺灣臺北地方法院 107 年度 金重訴 字第 16 號刑事判決
時詣建設,14,109.04.30,背信,臺灣臺北地方法院 108 年度 金重易 字第 4 號刑事判決
時詣建設,14,108.11.26,假扣押聲明異議,臺灣高等法院 108 年度 抗 字第 1236 號民事裁定
時詣建設,14,108.08.30,聲請撤銷限制出境,臺灣高等法院 108 年度 抗 字第 1395 號刑事裁定
時詣建設,14,108.07.30,業務侵占等,臺灣臺北地方法院 107 年度 金重訴 字第 16 號刑事裁定
時詣建設,14,108.05.29,聲請假扣押就司法事務官所為之處分提出異議,最高法院 108 年度 台抗 字第 359 號民事裁定
時詣建設,14,108.03.12,假扣押聲明異議,臺灣高等法院 107 年度 抗 字第 1655 號民事裁定
暘昌營造,15,111.03.08,給付工程款,臺灣臺北地方法院 110 年度 建 字第 254 號民事判決
暘昌營造,15,110.05.11,支付命令,臺灣臺北地方法院 110 年度 司促 字第 8135 號民事裁定
暘昌營造,15,109.10.26,請求給付職業災害補償等,臺灣新北地方法院 109 年度 勞補 字第 280 號民事裁定
暘昌營造,15,105.01.07,聲請撤銷緩刑,臺灣新北地方法院 104 年度 撤緩 字第 322 號刑事裁定
暘昌營造,15,104.12.04,竊盜,臺灣臺北地方法院 104 年度 簡 字第 3019 號刑事判決
暘昌營造,15,104.10.16,聲請撤銷緩刑,臺灣新北地方法院 104 年度 撤緩 字第 254 號刑事裁定
暘昌營造,15,104.06.15,恐嚇取財等,臺灣新北地方法院 104 年度 簡 字第 2791 號刑事判決
暘昌營造,15,104.05.18,恐嚇取財等,臺灣新北地方法院 104 年度 易 字第 92 號刑事判決
暘昌營造,15,104.05.15,恐嚇取財等,臺灣新北地方法院 104 年度 簡 字第 1996 號刑事判決
暘昌營造,15,100.04.14,商業會計法等,臺灣新北地方法院 100 年度 簡 字第 1779 號刑事判決
暘昌營造,15,95.09.22,返還擔保金,臺灣宜蘭地方法院 95 年度 聲 字第 362 號民事裁定
暘昌營造,15,95.04.06,給付貨款,臺灣宜蘭地方法院 94 年度 訴 字第 88 號民事判決
暘昌營造,15,94.12.26,給付貨款,臺灣宜蘭地方法院 94 年度 訴 字第 88 號民事裁定
暘昌營造,15,94.12.26,給付貨款,臺灣宜蘭地方法院 94 年度 訴 字第 88 號民事裁定
暘昌營造,15,94.03.10,限期起訴,臺灣宜蘭地方法院 94 年度 聲 字第 49 號民事裁定
麗源建設,57,110.03.05,所有權移轉登記,臺灣新北地方法院 108 年度 重訴 字第 803 號民事判決
麗源建設,57,109.03.23,聲請變更捐助暨組織章程,臺灣新北地方法院 109 年度 法 字第 10 號民事裁定
麗源建設,57,109.03.05,支付命令,臺灣基隆地方法院 109 年度 司促 字第 1717 號民事其他文書
麗源建設,57,108.12.19,建築法,最高行政法院 108 年度 裁 字第 1821 號裁定
麗源建設,57,108.10.17,建築法,臺北高等行政法院 107 年度 訴 字第 1628 號判決
麗源建設,57,108.08.16,返還土地,臺灣新北地方法院 107 年度 重訴 字第 138 號民事判決
麗源建設,57,108.05.30,給付服務費用,臺灣新北地方法院 106 年度 訴 字第 3249 號民事判決
麗源建設,57,107.11.29,拆屋還地,臺灣新北地方法院 106 年度 重訴 字第 144 號民事判決
麗源建設,57,107.09.25,給付違約金再審之訴,臺灣高等法院 107 年度 再易 字第 83 號民事判決
麗源建設,57,107.08.08,請求返還所有物等,最高法院 107 年度 台上 字第 343 號民事裁定
麗源建設,57,107.07.06,給付違約金再審之訴,臺灣高等法院 107 年度 再易 字第 83 號民事裁定
麗源建設,57,107.05.30,請求給付違約金,臺灣高等法院 106 年度 上易 字第 1193 號民事判決
麗源建設,57,106.10.05,返還消費借貸款,臺灣新北地方法院 106 年度 訴 字第 151 號民事裁定
麗源建設,57,106.09.11,給付服務費用,臺灣新北地方法院 106 年度 補 字第 2928 號民事裁定
麗源建設,57,106.09.08,返還消費借貸款,臺灣新北地方法院 106 年度 訴 字第 151 號民事判決
麗源建設,57,106.08.11,支付命令,臺灣新北地方法院 106 年度 司促 字第 20339 號民事其他文書
麗源建設,57,105.08.04,都市更新,最高行政法院 105 年度 判 字第 406 號判決
麗源建設,57,105.07.22,都市更新條例,最高行政法院 105 年度 判 字第 380 號判決
麗源建設,57,105.04.12,返還所有物等,臺灣高等法院 104 年度 上 字第 1462 號民事判決
麗源建設,57,104.10.07,返還所有物等,臺灣新北地方法院 103 年度 訴 字第 2972 號民事判決
築億建設,1,107.12.24,公示送達,臺灣新北地方法院 107 年度 司簡聲 字第 294 號民事裁定
美亞鋼管廠,151,111.06.29,請求損害賠償,最高法院 111 年度 台上 字第 1190 號民事裁定
美亞鋼管廠,151,110.12.21,損害賠償,臺灣高等法院 109 年度 重上 字第 298 號民事判決
美亞鋼管廠,151,110.11.25,請求土地所有權移轉登記,最高法院 109 年度 台上 字第 2947 號民事判決
美亞鋼管廠,151,109.10.26,選任臨時管理人,臺灣桃園地方法院 109 年度 抗 字第 21 號民事裁定
美亞鋼管廠,151,109.06.09,塗銷所有權移轉登記等,臺灣高等法院 臺南分院 109 年度 上 字第 1 號民事判決
美亞鋼管廠,151,109.03.12,損害賠償,臺灣臺北地方法院 106 年度 重訴 字第 1325 號民事判決
美亞鋼管廠,151,108.12.13,本票裁定,臺灣臺北地方法院 108 年度 司票 字第 21507 號民事裁定
美亞鋼管廠,151,108.11.29,給付資遣費等,臺灣桃園地方法院 108 年度 勞訴 字第 107 號民事判決
美亞鋼管廠,151,108.11.19,土地所有權移轉登記,臺灣高等法院 107 年度 重上 字第 739 號民事判決
美亞鋼管廠,151,108.11.05,塗銷所有權移轉登記等,臺灣臺南地方法院 107 年度 訴 字第 1981 號民事判決
美亞鋼管廠,151,108.10.22,支付命令,臺灣新北地方法院 108 年度 司促 字第 26418 號民事其他文書
美亞鋼管廠,151,108.08.19,給付資遣費等,臺灣桃園地方法院 108 年度 補 字第 652 號民事裁定
美亞鋼管廠,151,108.08.06,變換提存物,臺灣新北地方法院 108 年度 聲 字第 197 號民事裁定
美亞鋼管廠,151,108.06.24,發還擔保金,臺灣新北地方法院 108 年度 司聲 字第 344 號民事裁定
美亞鋼管廠,151,108.02.15,聲請假扣押,最高法院 108 年度 台抗 字第 67 號民事裁定
美亞鋼管廠,151,107.08.27,土地所有權移轉登記,臺灣臺北地方法院 106 年度 重訴 字第 594 號民事判決
美亞鋼管廠,151,107.07.25,假扣押聲明異議,臺灣高等法院 106 年度 抗更(一) 字第 41 號民事裁定
美亞鋼管廠,151,107.06.14,變換提存物,臺灣新北地方法院 107 年度 司聲 字第 464 號民事裁定
美亞鋼管廠,151,107.05.29,變換提存物,臺灣新北地方法院 107 年度 聲 字第 124 號民事裁定
美亞鋼管廠,151,107.04.11,本票裁定,臺灣臺北地方法院 107 年度 抗 字第 46 號民事裁定
合聯營造,42,110.10.20,違反洗錢防制法等,臺灣士林地方法院 110 年度 金訴 字第 113 號刑事判決
合聯營造,42,107.04.19,政府採購法,最高行政法院 107 年度 判 字第 217 號判決
合聯營造,42,106.02.24,給付工程款,臺灣臺北地方法院 104 年度 建 字第 410 號民事判決
合聯營造,42,106.01.19,政府採購法,臺灣臺北地方法院 105 年度 簡 字第 113 號判決
合聯營造,42,105.12.29,政府採購法,臺北高等行政法院 105 年度 訴更一 字第 57 號判決
合聯營造,42,105.06.22,政府採購法,最高行政法院 105 年度 判 字第 323 號判決
合聯營造,42,105.05.12,返還不當得利,臺灣臺北地方法院 104 年度 建 字第 375 號民事裁定
合聯營造,42,105.04.13,返還不當得利,臺灣臺北地方法院 104 年度 建 字第 375 號民事裁定
合聯營造,42,105.03.02,返還不當得利,臺灣臺北地方法院 104 年度 建 字第 375 號民事判決
合聯營造,42,104.04.09,政府採購法,臺北高等行政法院 103 年度 訴 字第 1799 號判決
合聯營造,42,104.03.31,給付工程款,臺灣臺北地方法院 102 年度 建 字第 107 號民事判決
合聯營造,42,103.06.30,聲請酌定清算人報酬,臺灣臺南地方法院 102 年度 抗 字第 86 號民事裁定
合聯營造,42,102.10.30,侵權行為損害賠償,臺灣高等法院 102 年度 上 字第 455 號民事判決
合聯營造,42,102.07.11,違反貪污治罪條例等,臺灣高等法院 臺南分院 100 年度 重上更(一) 字第 152 號刑事判決
合聯營造,42,102.03.20,侵權行為損害賠償,臺灣臺北地方法院 101 年度 訴 字第 2388 號民事判決
合聯營造,42,101.09.25,偽造文書等,臺灣高等法院 101 年度 上訴 字第 1889 號刑事判決
合聯營造,42,101.05.31,偽造文書等,臺灣臺北地方法院 101 年度 訴 字第 85 號刑事判決
合聯營造,42,101.04.23,違反公司法等,臺灣臺北地方法院 101 年度 審訴 字第 185 號刑事判決
合聯營造,42,100.05.05,違反商業會計法等,臺灣高等法院 99 年度 上訴 字第 4175 號刑事判決
合聯營造,42,100.04.12,確定訴訟費用額,臺灣臺北地方法院 100 年度 司聲 字第 488 號民事裁定
三穎建設,13,109.07.02,詐欺等,臺灣臺北地方法院 107 年度 訴 字第 642 號刑事判決
三穎建設,13,109.01.17,返還不當得利,臺灣臺北地方法院 102 年度 訴 字第 4572 號民事判決
三穎建設,13,108.08.14,請求撤銷管理規約,最高法院 108 年度 台上 字第 329 號民事判決
三穎建設,13,106.01.04,撤銷管理規約,臺灣高等法院 103 年度 上 字第 1527 號民事判決
三穎建設,13,105.09.20,給付投資利潤等,臺灣高等法院 104 年度 上 字第 573 號民事判決
三穎建設,13,104.01.28,損害賠償,臺灣高等法院 103 年度 上 字第 207 號民事判決
三穎建設,13,103.11.06,撤銷管理規約,臺灣臺北地方法院 102 年度 訴 字第 932 號民事判決
三穎建設,13,103.07.24,返還不當得利,臺灣臺北地方法院 102 年度 訴 字第 3590 號民事判決
三穎建設,13,103.02.21,撤銷管理規約,臺灣高等法院 103 年度 抗 字第 10 號民事裁定
三穎建設,13,102.12.27,損害賠償,臺灣臺北地方法院 102 年度 重訴 字第 767 號民事判決
三穎建設,13,101.11.30,拍賣抵押物,臺灣士林地方法院 101 年度 司拍 字第 275 號民事裁定
三穎建設,13,96.01.26,給付承攬報酬,臺灣臺北地方法院 96 年度 重訴 字第 158 號民事裁定
三穎建設,13,96.01.04,給付承攬報酬,臺灣臺北地方法院 96 年度 補 字第 26 號民事裁定
立樺建設,2,111.04.07,都市更新,臺北高等行政法院 109 年度 訴 字第 248 號判決
立樺建設,2,110.09.07,都市更新,臺北高等行政法院 109 年度 訴 字第 248 號裁定
同興營造工程,39,108.11.27,請求給付工程款,最高法院 108 年度 台上 字第 2575 號民事裁定
同興營造工程,39,108.08.14,給付工程款,臺灣高等法院 107 年度 建上更二 字第 12 號民事判決
同興營造工程,39,108.08.14,竊盜,臺灣高等法院 108 年度 上易 字第 511 號刑事判決
同興營造工程,39,107.12.11,竊盜,臺灣新北地方法院 107 年度 易 字第 481 號刑事判決
同興營造工程,39,107.03.21,請求給付工程款,最高法院 106 年度 台上 字第 1866 號民事判決
同興營造工程,39,106.02.16,公司法等,臺灣新北地方法院 105 年度 訴 字第 825 號刑事判決
同興營造工程,39,104.11.24,給付工程款,臺灣高等法院 103 年度 建上更(一) 字第 7 號民事判決
同興營造工程,39,104.07.08,給付工程款等,臺灣高等法院 103 年度 建上 字第 40 號民事判決
同興營造工程,39,103.02.26,請求給付工程款,最高法院 103 年度 台上 字第 308 號民事判決
同興營造工程,39,103.02.21,給付工程款等,臺灣臺北地方法院 101 年度 建 字第 326 號民事裁定
同興營造工程,39,103.01.24,給付工程款等,臺灣臺北地方法院 101 年度 建 字第 326 號民事判決
同興營造工程,39,102.04.26,除權判決（票據）,臺灣臺北地方法院 102 年度 除 字第 551 號民事判決
同興營造工程,39,102.04.16,給付工程款,臺灣高等法院 100 年度 建上 字第 194 號民事判決
