建商營造,歷年案件,裁判日期,裁判案由,裁判字號
泰亞營造,35,106.11.22,政府採購法,臺北高等行政法院 105 年度 訴 字第 1463 號判決
泰亞營造,35,106.05.18,政府採購法,臺北高等行政法院 105 年度 簡上 字第 76 號判決
泰亞營造,35,106.03.14,政府採購法,臺灣花蓮地方法院 104 年度 簡更一 字第 1 號裁定
泰亞營造,35,105.08.31,政府採購法,臺灣花蓮地方法院 105 年度 簡更一 字第 2 號判決
泰亞營造,35,105.04.22,政府採購法,臺北高等行政法院 104 年度 簡上 字第 91 號裁定
泰亞營造,35,105.04.22,政府採購法,臺北高等行政法院 104 年度 簡上 字第 91 號裁定
泰亞營造,35,105.03.18,政府採購法,臺灣花蓮地方法院 104 年度 簡更一 字第 1 號判決
泰亞營造,35,105.02.17,政府採購法,臺北高等行政法院 104 年度 簡上 字第 91 號判決
泰亞營造,35,104.12.10,政府採購法,臺北高等行政法院 104 年度 訴 字第 738 號判決
森原建設,15,110.01.29,確認管理權不存在等,臺灣臺北地方法院 108 年度 訴 字第 5486 號民事裁定
森原建設,15,110.01.04,確認管理權不存在等,臺灣高等法院 109 年度 抗 字第 1635 號民事裁定
森原建設,15,109.10.06,確認管理權不存在等,臺灣臺北地方法院 108 年度 訴 字第 5486 號民事判決
森原建設,15,109.09.23,確認管理權存在等,臺灣高等法院 108 年度 上 字第 1049 號民事判決
森原建設,15,108.06.17,返還買賣價金等,臺灣臺北地方法院 108 年度 消 字第 20 號民事裁定
森原建設,15,108.06.06,依職權裁定確定訴訟費用額,臺灣臺北地方法院 108 年度 司他 字第 189 號民事裁定
森原建設,15,108.05.30,確認管理權存在等,臺灣臺北地方法院 105 年度 訴 字第 5075 號民事判決
森原建設,15,108.05.17,支付命令,臺灣臺北地方法院 108 年度 司促 字第 6797 號民事其他文書
森原建設,15,108.02.20,竊盜,臺灣士林地方法院 107 年度 審易 字第 1642 號刑事判決
森原建設,15,106.11.14,假扣押,臺灣高等法院 106 年度 抗更(一) 字第 30 號民事裁定
森原建設,15,106.08.23,聲請假扣押,最高法院 106 年度 台抗 字第 648 號民事裁定
森原建設,15,105.10.20,假扣押,臺灣高等法院 105 年度 抗 字第 1707 號民事裁定
森原建設,15,105.07.12,確認信託受益金給付請求權存在,臺灣臺北地方法院 104 年度 重訴 字第 408 號民事判決
森原建設,15,105.06.24,撤銷信託登記等,臺灣臺北地方法院 103 年度 重訴 字第 1026 號民事判決
森原建設,15,105.03.22,竊盜,臺灣士林地方法院 105 年度 審易 字第 296 號刑事判決
佳宸建設,3,111.06.16,交付文件等,臺灣臺北地方法院 109 年度 訴 字第 8438 號民事判決
佳宸建設,3,109.08.05,交付文件等,臺灣臺北地方法院 109 年度 訴 字第 5162 號民事裁定
佳宸建設,3,108.01.28,回復原狀等,臺灣臺北地方法院 107 年度 訴 字第 2127 號民事判決
興益發建設,50,110.10.21,貪污治罪條例,臺灣高等法院 110 年度 上訴 字第 2032 號刑事判決
興益發建設,50,110.05.26,損害賠償,臺灣高等法院 臺南分院 108 年度 消上 字第 4 號民事判決
興益發建設,50,110.03.04,本票裁定強制執行,臺灣臺南地方法院 110 年度 司票 字第 632 號民事裁定
興益發建設,50,110.01.28,貪污治罪條例,臺灣基隆地方法院 109 年度 訴 字第 738 號刑事判決
興益發建設,50,109.10.30,本票裁定強制執行,臺灣臺南地方法院 109 年度 司票 字第 3171 號民事裁定
興益發建設,50,109.03.09,給付資遣費等,臺灣臺北地方法院 108 年度 勞簡上 字第 23 號民事判決
興益發建設,50,109.02.26,本票裁定,臺灣高雄地方法院 109 年度 司票 字第 1034 號民事裁定
興益發建設,50,108.12.31,給付遲延利息,臺灣基隆地方法院 107 年度 訴 字第 212 號民事判決
興益發建設,50,108.11.21,請求損害賠償,臺灣臺南地方法院 106 年度 消 字第 10 號民事裁定
興益發建設,50,108.10.17,都市計畫法,臺北高等行政法院 107 年度 訴 字第 1427 號判決
興益發建設,50,108.10.07,請求損害賠償,臺灣臺南地方法院 106 年度 消 字第 10 號民事判決
興益發建設,50,108.09.12,都市計畫法,臺北高等行政法院 107 年度 訴 字第 1353 號判決
興益發建設,50,108.08.26,都市計畫法,臺北高等行政法院 107 年度 訴 字第 1346 號判決
興益發建設,50,107.11.15,不動產所有權移轉登記,臺灣士林地方法院 106 年度 重訴 字第 306 號民事判決
興益發建設,50,107.08.17,支付命令,臺灣高雄地方法院 107 年度 司促 字第 15226 號民事其他文書
興益發建設,50,107.05.28,請求損害賠償,臺灣臺南地方法院 106 年度 消 字第 10 號民事裁定
興益發建設,50,107.03.13,損害賠償,臺灣高雄地方法院 106 年度 訴 字第 1511 號民事判決
興益發建設,50,107.02.08,支付命令,臺灣臺北地方法院 107 年度 司促 字第 2280 號民事其他文書
興益發建設,50,106.11.22,請求履行契約,最高法院 106 年度 台上 字第 1397 號民事判決
興益發建設,50,106.11.02,返還不當得利等,臺灣高雄地方法院 106 年度 補 字第 1574 號民事裁定
維陽建設,6,109.01.31,返還土地等,臺灣臺北地方法院 108 年度 訴 字第 294 號民事判決
維陽建設,6,108.08.30,返還土地等,臺灣臺北地方法院 108 年度 訴 字第 294 號民事裁定
維陽建設,6,108.05.31,第三人異議之訴,臺灣臺北地方法院 108 年度 訴 字第 347 號民事判決
維陽建設,6,101.08.31,商業會計法等,臺灣臺北地方法院 101 年度 訴緝 字第 15 號刑事判決
維陽建設,6,100.03.24,竊盜,臺灣高等法院 100 年度 上易 字第 114 號刑事判決
維陽建設,6,93.02.09,返還不當得利,臺灣臺北地方法院 92 年度 訴 字第 4922 號民事判決
森城建設,49,111.06.30,損害賠償,臺灣新北地方法院 109 年度 訴 字第 1668 號民事判決
森城建設,49,111.04.07,公寓大廈管理條例,臺北高等行政法院 110 年度 訴 字第 72 號判決
森城建設,49,110.12.09,給付工程款,臺灣基隆地方法院 110 年度 建 字第 5 號民事判決
森城建設,49,109.11.27,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事裁定
森城建設,49,109.11.27,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事裁定
森城建設,49,109.06.08,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事判決
森城建設,49,108.09.12,損害賠償,臺灣臺北地方法院 99 年度 訴 字第 2930 號民事裁定
森城建設,49,107.08.21,公示送達,臺灣新北地方法院 107 年度 司簡聲 字第 162 號民事裁定
森城建設,49,107.01.25,給付工程款,臺灣臺北地方法院 107 年度 建 字第 46 號民事裁定
森城建設,49,106.11.09,支付命令,臺灣臺北地方法院 106 年度 司促 字第 18034 號民事其他文書
森城建設,49,105.11.18,交付房屋,臺灣臺北地方法院 103 年度 重訴 字第 1059 號民事判決
森城建設,49,105.07.13,懲戒,公務員懲戒委員會 105 年度 鑑 字第 13816 號公懲判決
森城建設,49,105.06.24,損害賠償等,臺灣臺北地方法院 104 年度 重訴 字第 640 號民事判決
森城建設,49,105.04.27,就業服務法,臺灣新北地方法院 104 年度 簡 字第 6679 號刑事判決
森城建設,49,105.04.27,就業服務法,臺灣新北地方法院 105 年度 易 字第 548 號刑事判決
森城建設,49,105.04.14,貪污治罪條例,臺灣高等法院 103 年度 上訴 字第 2846 號刑事判決
森城建設,49,103.06.30,假扣押,臺灣高等法院 103 年度 抗 字第 790 號民事裁定
森城建設,49,100.04.20,貪污治罪條例等,臺灣高等法院 99 年度 重上更(四) 字第 206 號刑事判決
森城建設,49,99.11.18,貪污治罪條例等,臺灣高等法院 97 年度 重上更(三) 字第 210 號刑事判決
森城建設,49,99.04.08,貪污治罪條例等,臺灣高等法院 98 年度 重上更(三) 字第 274 號刑事判決
宏國集團,27,111.03.22,土地所有權移轉登記等,臺灣高等法院 109 年度 重上更一 字第 40 號民事判決
宏國集團,27,111.02.23,證券交易法等,臺灣高等法院 109 年度 金上重更二 字第 4 號刑事判決
宏國集團,27,110.03.31,請求侵權行為損害賠償,最高法院 109 年度 台上 字第 3268 號民事判決
宏國集團,27,110.01.25,選派檢查人,臺灣臺北地方法院 109 年度 司 字第 235 號民事裁定
宏國集團,27,109.02.13,請求土地所有權移轉登記等,最高法院 108 年度 台上 字第 447 號民事判決
宏國集團,27,108.12.03,侵權行為損害賠償,臺灣高等法院 106 年度 上 字第 1175 號民事判決
宏國集團,27,107.12.20,證券交易法等,臺灣高等法院 106 年度 金上重更(一) 字第 6 號刑事判決
宏國集團,27,107.01.09,土地所有權移轉登記,臺灣高等法院 104 年度 重上 字第 1083 號民事判決
宏國集團,27,106.07.06,損害賠償,臺灣臺北地方法院 103 年度 重訴 字第 1303 號民事判決
宏國集團,27,106.06.29,違反證券交易法等罪,最高法院 106 年度 台上 字第 27 號刑事判決
宏國集團,27,106.06.23,侵權行為損害賠償,臺灣臺北地方法院 104 年度 金 字第 4 號民事判決
宏國集團,27,106.03.28,土地所有權移轉登記等,臺灣高等法院 103 年度 重上 字第 225 號民事判決
宏國集團,27,105.11.09,土地所有權移轉登記,臺灣高等法院 103 年度 重上 字第 825 號民事判決
宏國集團,27,104.11.16,聲請撤銷原處分,臺灣臺北地方法院 104 年度 聲 字第 3091 號刑事裁定
宏國集團,27,104.10.27,證券交易法等,臺灣高等法院 103 年度 金上重訴 字第 29 號刑事判決
宏國集團,27,103.07.25,證券交易法等,臺灣臺北地方法院 102 年度 金重訴 字第 7 號刑事判決
宏國集團,27,103.01.28,侵權行為損害賠償,臺灣高等法院 101 年度 建上 字第 199 號民事判決
宏國集團,27,102.12.10,侵權行為損害賠償,臺灣高等法院 101 年度 建上 字第 199 號民事判決
宏國集團,27,102.11.26,侵權行為損害賠償,臺灣高等法院 101 年度 建上 字第 199 號民事判決
宏國集團,27,102.01.31,確認所有權存在,臺灣士林地方法院 101 年度 訴 字第 537 號民事判決
億東營造,92,111.06.29,給付工程顧問費,臺灣高等法院 109 年度 重上更一 字第 220 號民事判決
億東營造,92,111.01.19,侵占,臺灣新北地方法院 110 年度 審易緝 字第 35 號刑事判決
億東營造,92,110.12.07,依職權裁定確定訴訟費用額,臺灣臺北地方法院 110 年度 司他 字第 441 號民事裁定
億東營造,92,110.12.03,除權判決（票據）,臺灣臺北地方法院 110 年度 除 字第 1584 號民事判決
億東營造,92,110.07.06,公示催告,臺灣臺北地方法院 110 年度 司催 字第 913 號民事裁定
億東營造,92,110.01.22,公示催告,臺灣臺北地方法院 110 年度 司催 字第 121 號民事裁定
億東營造,92,109.12.30,返還不當得利,福建金門地方法院 109 年度 訴 字第 17 號民事判決
億東營造,92,109.09.08,支付命令,臺灣臺北地方法院 109 年度 司促 字第 16300 號民事裁定
億東營造,92,109.06.29,解任董事職務,臺灣臺北地方法院 107 年度 金 字第 20 號民事判決
億東營造,92,108.08.23,損害賠償,臺灣新北地方法院 108 年度 訴 字第 566 號民事判決
億東營造,92,108.08.21,確認工程款債權存在,臺灣臺北地方法院 108 年度 建 字第 118 號民事裁定
億東營造,92,108.07.26,確認工程款債權存在,臺灣臺北地方法院 108 年度 建 字第 118 號民事判決
億東營造,92,108.05.23,侵權行為損害賠償,臺灣臺南地方法院 108 年度 訴 字第 602 號民事判決
億東營造,92,108.03.27,竊盜,臺灣高等法院 108 年度 上易 字第 230 號刑事判決
億東營造,92,108.03.05,損害賠償,臺灣臺南地方法院 108 年度 附民 字第 54 號刑事裁定
億東營造,92,108.03.05,竊盜,臺灣臺南地方法院 107 年度 易 字第 1751 號刑事判決
億東營造,92,107.10.16,竊盜,臺灣士林地方法院 107 年度 易 字第 339 號刑事判決
億東營造,92,107.02.22,公示催告,臺灣臺北地方法院 107 年度 司催 字第 273 號民事裁定
億東營造,92,106.12.20,給付介紹費,臺灣臺北地方法院 106 年度 訴 字第 450 號民事判決
億東營造,92,106.07.13,給付委任酬金,臺灣臺北地方法院 105 年度 訴 字第 4744 號民事判決
松禾營造,3,111.05.18,分割共有物,臺灣士林地方法院 105 年度 重訴 字第 409 號民事判決
松禾營造,3,103.02.19,債務不履行損害賠償,臺灣高等法院 102 年度 建上 字第 120 號民事判決
松禾營造,3,90.08.31,除權判決,臺灣臺北地方法院 90 年度 除 字第 3613 號民事判決
合總建設,2,111.05.26,違反就業服務法,臺灣臺中地方法院 111 年度 簡 字第 436 號刑事判決
合總建設,2,106.01.17,假扣押,臺灣高等法院 106 年度 抗 字第 68 號民事裁定
新北建設,4,111.03.15,偽造文書等,臺灣高等法院 110 年度 上訴 字第 3642 號刑事判決
新北建設,4,110.09.30,偽造文書等,臺灣士林地方法院 110 年度 訴 字第 289 號刑事判決
新北建設,4,109.01.21,履行協議,臺灣高等法院 108 年度 上易 字第 590 號民事判決
新北建設,4,108.03.29,履行協議,臺灣士林地方法院 106 年度 訴 字第 1410 號民事判決
品興營造,27,111.05.19,撤銷仲裁判斷,臺灣臺北地方法院 110 年度 仲訴 字第 8 號民事裁定
品興營造,27,111.04.14,撤銷仲裁判斷,臺灣臺北地方法院 110 年度 仲訴 字第 8 號民事判決
品興營造,27,111.03.28,商務仲裁執行裁定,臺灣臺北地方法院 111 年度 抗 字第 155 號民事裁定
品興營造,27,111.01.06,商務仲裁執行裁定,臺灣臺北地方法院 110 年度 仲執 字第 15 號民事裁定
品興營造,27,110.12.14,停止執行,臺灣臺北地方法院 110 年度 聲 字第 603 號民事裁定
品興營造,27,110.10.05,確認工程款債權存在,臺灣高等法院 110 年度 上 字第 217 號民事判決
品興營造,27,110.08.06,確定訴訟費用額,臺灣臺北地方法院 110 年度 司聲 字第 529 號民事裁定
品興營造,27,110.04.28,竊盜,臺灣高等法院 110 年度 上易 字第 70 號刑事判決
品興營造,27,110.03.31,聲請交付審判,臺灣臺北地方法院 109 年度 聲判 字第 314 號刑事裁定
品興營造,27,109.12.29,第三人異議之訴,臺灣高等法院 109 年度 重上 字第 445 號民事判決
品興營造,27,109.12.29,確認工程款債權存在,臺灣臺北地方法院 108 年度 建 字第 67 號民事判決
品興營造,27,109.12.18,確認工程款債權存在,臺灣臺北地方法院 107 年度 建 字第 283 號民事判決
品興營造,27,109.09.30,確認工程款債權存在等,臺灣臺北地方法院 108 年度 建 字第 132 號民事裁定
品興營造,27,109.08.27,確認工程款債權存在等,臺灣臺北地方法院 108 年度 建 字第 132 號民事判決
品興營造,27,109.06.30,確認工程款債權存在等,臺灣臺北地方法院 108 年度 建 字第 132 號民事裁定
品興營造,27,109.06.05,確認工程款債權存在,臺灣臺北地方法院 108 年度 建 字第 67 號民事裁定
品興營造,27,109.05.08,第三人異議之訴,臺灣臺北地方法院 107 年度 重訴 字第 992 號民事判決
品興營造,27,108.10.25,第三人異議之訴,臺灣臺北地方法院 107 年度 重訴 字第 992 號民事裁定
品興營造,27,108.10.17,詐欺等,臺灣新北地方法院 108 年度 審簡 字第 665 號刑事判決
品興營造,27,108.01.07,確認工程款債權存在,臺灣臺北地方法院 107 年度 建 字第 283 號民事裁定
王工南營造,16,108.04.08,公平交易法,最高行政法院 108 年度 判 字第 160 號判決
王工南營造,16,107.10.08,給付工程款,臺灣臺北地方法院 106 年度 建 字第 325 號民事判決
王工南營造,16,107.07.11,除權判決（票據）,臺灣士林地方法院 107 年度 除 字第 260 號民事判決
王工南營造,16,107.02.08,公平交易法,臺北高等行政法院 106 年度 訴 字第 1352 號判決
王工南營造,16,107.01.18,公示催告,臺灣士林地方法院 107 年度 司催 字第 29 號民事裁定
王工南營造,16,105.07.06,更生事件,臺灣士林地方法院 105 年度 消債更 字第 103 號民事裁定
王工南營造,16,103.03.20,除權判決（票據）,臺灣士林地方法院 103 年度 除 字第 151 號民事判決
王工南營造,16,102.10.31,公示催告,臺灣士林地方法院 102 年度 司催 字第 759 號民事裁定
王工南營造,16,102.10.31,支付命令,臺灣士林地方法院 102 年度 司促 字第 20836 號民事裁定
王工南營造,16,102.09.18,除權判決（票據）,臺灣士林地方法院 102 年度 除 字第 431 號民事判決
王工南營造,16,102.04.26,公示催告,臺灣士林地方法院 102 年度 司催 字第 224 號民事裁定
王工南營造,16,102.03.11,公示催告,臺灣士林地方法院 102 年度 司催 字第 142 號民事裁定
王工南營造,16,100.04.08,損害賠償,臺灣桃園地方法院 97 年度 重訴 字第 204 號民事判決
王工南營造,16,97.10.03,支付命令,臺灣臺北地方法院 97 年度 促 字第 29848 號民事裁定
王工南營造,16,97.07.04,除權判決,臺灣士林地方法院 97 年度 除 字第 375 號民事判決
王工南營造,16,97.01.21,公示催告,臺灣士林地方法院 97 年度 催 字第 56 號民事裁定
亞昕國際開發,155,111.06.08,交付遺贈物,臺灣高等法院 109 年度 重家上 字第 28 號民事判決
亞昕國際開發,155,111.05.26,請求返還價款等,最高法院 111 年度 台上 字第 587 號民事判決
亞昕國際開發,155,111.04.07,確定訴訟費用額,臺灣臺北地方法院 111 年度 司聲 字第 367 號民事裁定
亞昕國際開發,155,111.02.16,清償債務等,臺灣臺北地方法院 110 年度 重訴 字第 75 號民事裁定
亞昕國際開發,155,110.12.21,損害賠償,臺灣高等法院 109 年度 重上 字第 298 號民事判決
亞昕國際開發,155,110.12.10,清償債務等,臺灣臺北地方法院 110 年度 重訴 字第 75 號民事判決
亞昕國際開發,155,110.12.03,損害賠償,臺灣新北地方法院 110 年度 訴 字第 1406 號民事判決
亞昕國際開發,155,110.11.25,請求土地所有權移轉登記,最高法院 109 年度 台上 字第 2947 號民事判決
亞昕國際開發,155,110.09.17,聲明異議,臺灣桃園地方法院 110 年度 事聲 字第 36 號民事裁定
亞昕國際開發,155,110.07.30,返還價款等,臺灣高等法院 109 年度 重上 字第 145 號民事判決
亞昕國際開發,155,110.07.14,確定訴訟費用額,臺灣桃園地方法院 110 年度 司聲 字第 57 號民事裁定
亞昕國際開發,155,110.06.11,損害賠償等,臺灣新北地方法院 108 年度 訴 字第 2889 號民事判決
亞昕國際開發,155,110.05.18,返還價金,臺灣高等法院 109 年度 上 字第 1118 號民事判決
亞昕國際開發,155,110.04.13,損害賠償,臺灣高等法院 108 年度 上更一 字第 158 號民事判決
亞昕國際開發,155,110.02.23,損害賠償,臺灣高等法院 108 年度 上易 字第 1160 號民事判決
亞昕國際開發,155,110.01.29,確認管理權不存在等,臺灣臺北地方法院 108 年度 訴 字第 5486 號民事裁定
亞昕國際開發,155,110.01.04,確認管理權不存在等,臺灣高等法院 109 年度 抗 字第 1635 號民事裁定
亞昕國際開發,155,109.12.31,分割共有物,臺灣桃園地方法院 109 年度 訴 字第 905 號民事判決
亞昕國際開發,155,109.12.30,請求給付違約金等,最高法院 109 年度 台上 字第 2597 號民事判決
亞昕國際開發,155,109.12.11,返還不當得利等,臺灣臺北地方法院 109 年度 訴 字第 4619 號民事判決
立詠建設,5,110.12.23,侵權行為損害賠償,臺灣臺北地方法院 110 年度 訴 字第 5809 號民事判決
立詠建設,5,110.06.16,贓物等,臺灣臺北地方法院 108 年度 易 字第 563 號刑事判決
立詠建設,5,109.06.04,商業會計法等,臺灣新北地方法院 108 年度 重訴緝 字第 5 號刑事判決
立詠建設,5,100.01.11,商業會計法等,臺灣新北地方法院 100 年度 簡 字第 121 號刑事判決
立詠建設,5,99.10.29,商業會計法等,臺灣新北地方法院 99 年度 重訴緝 字第 3 號刑事判決
盛德營造,25,111.07.07,除權判決（票據）,臺灣臺北地方法院 111 年度 除 字第 1203 號民事判決
盛德營造,25,111.03.31,塗銷預為抵押權登記,臺灣高等法院 110 年度 抗更一 字第 12 號民事裁定
盛德營造,25,111.03.11,公示催告,臺灣臺北地方法院 111 年度 司催 字第 326 號民事裁定
盛德營造,25,111.02.25,公示催告,臺灣士林地方法院 111 年度 司催 字第 125 號民事裁定
盛德營造,25,110.02.25,請求塗銷預為抵押權登記,最高法院 110 年度 台抗 字第 207 號民事裁定
盛德營造,25,109.11.30,塗銷預為抵押權登記,臺灣高等法院 109 年度 抗 字第 1504 號民事裁定
盛德營造,25,109.09.30,塗銷預為抵押權登記,臺灣士林地方法院 109 年度 補 字第 657 號民事裁定
盛德營造,25,109.06.29,解任董事職務,臺灣臺北地方法院 107 年度 金 字第 20 號民事判決
盛德營造,25,108.01.28,除權判決（股票）,臺灣臺北地方法院 108 年度 除 字第 129 號民事判決
盛德營造,25,107.09.26,公示催告,臺灣臺北地方法院 107 年度 司催 字第 1586 號民事裁定
盛德營造,25,107.09.04,公示催告,臺灣臺北地方法院 107 年度 司催 字第 1434 號民事裁定
盛德營造,25,106.02.06,支付命令,臺灣臺北地方法院 106 年度 司促 字第 253 號民事裁定
盛德營造,25,105.03.07,傷害,臺灣臺北地方法院 105 年度 審易 字第 367 號刑事判決
盛德營造,25,103.11.26,清償債務,臺灣臺北地方法院 103 年度 小上 字第 151 號民事判決
盛德營造,25,103.06.05,給付工程款,臺灣臺北地方法院 101 年度 建 字第 332 號民事判決
盛德營造,25,103.05.21,減少價金等,臺灣高等法院 102 年度 上 字第 502 號民事判決
盛德營造,25,102.03.27,減少價金等,臺灣臺北地方法院 100 年度 訴 字第 4816 號民事判決
盛德營造,25,101.07.13,給付工程款,臺灣臺北地方法院 100 年度 建 字第 98 號民事裁定
盛德營造,25,101.06.12,給付工程款,臺灣臺北地方法院 100 年度 建 字第 98 號民事判決
盛德營造,25,100.07.28,返還不當得利,臺灣臺北地方法院 99 年度 訴 字第 5116 號民事判決
大家營造,31,110.12.23,支付命令,臺灣臺北地方法院 110 年度 司促 字第 20156 號民事裁定
大家營造,31,110.12.10,支付命令,臺灣臺北地方法院 110 年度 司促 字第 20156 號民事裁定
大家營造,31,110.11.04,請求損害賠償追加潘仁助等為被告,最高法院 110 年度 台抗 字第 1210 號民事裁定
大家營造,31,110.11.04,請求損害賠償,最高法院 110 年度 台上 字第 2857 號民事判決
大家營造,31,110.07.14,損害賠償,臺灣高等法院 108 年度 上 字第 147 號民事裁定
大家營造,31,110.07.14,損害賠償,臺灣高等法院 108 年度 上 字第 147 號民事裁定
大家營造,31,110.07.14,損害賠償,臺灣高等法院 108 年度 上 字第 147 號民事判決
大家營造,31,110.04.13,返還工程保固本票等,臺灣高等法院 109 年度 上 字第 63 號民事判決
大家營造,31,110.01.06,損害賠償,臺灣士林地方法院 106 年度 訴 字第 674 號民事裁定
大家營造,31,109.11.30,損害賠償,臺灣士林地方法院 106 年度 訴 字第 674 號民事判決
大家營造,31,109.04.01,請求確認本票債權不存在,最高法院 109 年度 台簡上 字第 16 號民事裁定
大家營造,31,109.01.30,訴訟救助,臺灣高等法院 109 年度 聲 字第 37 號民事裁定
大家營造,31,108.12.17,返還工程保固本票等,臺灣臺北地方法院 108 年度 建 字第 104 號民事裁定
大家營造,31,108.12.17,返還工程保固本票等,臺灣臺北地方法院 108 年度 建 字第 104 號民事裁定
大家營造,31,108.12.05,確認本票債權不存在,臺灣士林地方法院 108 年度 簡上 字第 130 號民事判決
大家營造,31,108.11.14,返還工程保固本票等,臺灣臺北地方法院 108 年度 建 字第 104 號民事判決
大家營造,31,108.06.14,返還提存物,臺灣臺北地方法院 108 年度 司聲 字第 743 號民事裁定
大家營造,31,108.01.22,本票裁定,臺灣士林地方法院 108 年度 司票 字第 215 號民事裁定
大家營造,31,108.01.14,損害賠償,臺灣臺北地方法院 105 年度 建 字第 411 號民事裁定
大家營造,31,107.12.13,損害賠償,臺灣臺北地方法院 105 年度 建 字第 411 號民事判決
宣美飯店企業,4,103.10.21,侵權行為損害賠償,臺灣臺北地方法院 102 年度 訴 字第 1904 號民事判決
宣美飯店企業,4,103.09.30,偽造文書等,臺灣臺北地方法院 103 年度 審簡 字第 1272 號刑事判決
宣美飯店企業,4,97.05.27,除權判決,臺灣士林地方法院 97 年度 除 字第 304 號民事判決
宣美飯店企業,4,96.12.19,公示催告,臺灣士林地方法院 96 年度 催 字第 1127 號民事裁定
松下營造,33,111.08.12,給付工程款,臺灣臺北地方法院 110 年度 建 字第 280 號民事判決
松下營造,33,111.04.25,給付職業災害補償金等,臺灣臺南地方法院 111 年度 勞訴 字第 43 號民事裁定
松下營造,33,111.01.25,給付工程款,臺灣新北地方法院 111 年度 補 字第 125 號民事裁定
松下營造,33,110.12.16,支付命令,臺灣新北地方法院 110 年度 司促 字第 39752 號民事裁定
松下營造,33,110.12.02,貪污治罪條例,臺灣高等法院 110 年度 重上更一 字第 67 號刑事判決
松下營造,33,110.11.25,給付價金,臺灣新北地方法院 110 年度 訴 字第 2823 號民事裁定
松下營造,33,110.11.08,給付價金,臺灣新北地方法院 110 年度 補 字第 1662 號民事裁定
松下營造,33,110.09.23,支付命令,臺灣新北地方法院 110 年度 司促 字第 28598 號民事其他文書
松下營造,33,110.08.12,支付命令,臺灣新北地方法院 110 年度 司促 字第 23265 號民事裁定
松下營造,33,109.12.31,清償債務,臺灣新北地方法院 109 年度 重訴 字第 504 號民事判決
松下營造,33,109.11.17,第三人異議之訴,臺灣高等法院 109 年度 上 字第 813 號民事判決
松下營造,33,109.08.05,給付工程款,臺灣新北地方法院 109 年度 建 字第 54 號民事裁定
松下營造,33,109.07.21,給付工程款,臺灣新北地方法院 109 年度 補 字第 1246 號民事裁定
松下營造,33,109.06.15,支付命令,臺灣新北地方法院 109 年度 司促 字第 18638 號民事其他文書
松下營造,33,109.05.15,確認債權存在,臺灣臺北地方法院 108 年度 重訴 字第 622 號民事判決
松下營造,33,108.12.11,貪污治罪條例,臺灣高等法院 106 年度 上訴 字第 2690 號刑事判決
松下營造,33,108.07.30,聲明異議,臺灣高等法院 108 年度 抗 字第 804 號民事裁定
松下營造,33,108.04.17,撤銷贈與行為等,臺灣臺北地方法院 107 年度 重訴 字第 131 號民事判決
松下營造,33,107.12.06,塗銷不動產所有權移轉登記等,臺灣臺北地方法院 107 年度 重訴 字第 423 號民事判決
松下營造,33,107.10.23,支付命令,臺灣臺北地方法院 107 年度 司促 字第 16346 號民事其他文書
敦年建設,12,111.04.07,聲請交付審判,臺灣臺北地方法院 110 年度 聲判 字第 215 號刑事裁定
敦年建設,12,110.11.04,損害賠償,臺灣臺北地方法院 108 年度 重訴 字第 1030 號民事判決
敦年建設,12,110.04.22,損害賠償,臺灣臺北地方法院 108 年度 重訴 字第 733 號民事判決
敦年建設,12,106.08.11,給付權利讓渡金,臺灣臺中地方法院 105 年度 重訴 字第 663 號民事判決
敦年建設,12,105.06.17,損害賠償等,臺灣臺北地方法院 104 年度 訴 字第 2004 號民事判決
敦年建設,12,101.12.19,損害賠償,臺灣高等法院 101 年度 消上易 字第 2 號民事判決
敦年建設,12,100.11.01,損害賠償,臺灣臺北地方法院 100 年度 消 字第 4 號民事判決
敦年建設,12,92.09.15,廢棄物清理法,臺灣士林地方法院 91 年度 訴 字第 662 號刑事判決
敦年建設,12,91.12.18,違反廢棄物清理法,臺灣高等法院 91 年度 上訴 字第 3092 號刑事判決
敦年建設,12,91.08.13,廢棄物清理法,臺灣士林地方法院 91 年度 訴 字第 284 號刑事判決
敦年建設,12,91.05.31,除權判決,臺灣臺北地方法院 91 年度 除 字第 2003 號民事判決
敦年建設,12,89.09.29,偽造文書,臺灣臺中地方法院 88 年度 訴 字第 2093 號刑事判決
寶錸營造,3,109.12.28,給付工程款,臺灣新北地方法院 109 年度 補 字第 2297 號民事裁定
寶錸營造,3,109.11.16,支付命令,臺灣新北地方法院 109 年度 司促 字第 37068 號民事其他文書
寶錸營造,3,109.11.04,支付命令,臺灣新北地方法院 109 年度 司促 字第 37068 號民事裁定
玖祐建設,11,110.10.06,容忍修繕,臺灣臺北地方法院 110 年度 訴 字第 5498 號民事裁定
玖祐建設,11,107.07.11,偽造文書等,臺灣高等法院 107 年度 重附民上 字第 8 號刑事判決
玖祐建設,11,107.07.11,偽造文書等,臺灣高等法院 107 年度 上訴 字第 1587 號刑事判決
玖祐建設,11,107.04.12,因偽造文書案附帶民訴等,臺灣臺北地方法院 105 年度 重附民 字第 71 號刑事判決
