行政區,建照年度,完工年度,建案名稱,基地面積(坪),建蔽面積(坪),建蔽率(%),容積率(%),公設比(%),棟數,地上樓層,地下樓層,總戶數,平面車位,機械車位,總車位數,預估工期,建造執照,預估工期.1,投資建設,建築設計,營造公司,企劃銷售,結構工程,座向規劃,車位規劃,車位配比,用途規劃,土地分區,管理費用,景觀設計,公設設計,燈光設計,棟戶規劃,樓層規劃,基地地址,建材說明,url,爬蟲耗時(秒),更新日期,sell type
文山區,106,111,天賞大願,921.0,432,47.01,560,33.5,2,21、29,4,253,89,209,298,5,106建字第0139號,5,兆晉建設、璞石建設,呂建勳建築師事務所,待定,璞全廣告,SC鋼骨結構,朝東,平面式89個、機械式209個,1:1.18,住商用,第三種商業區,90元/坪/月,暫無,暫無,暫無,2棟，245戶住家，8戶店面,地上21、29層，地下4層,台北市文山區保儀路50號,panasonic廚具、ToTo衛浴、panasonic全熱交換器,https://newhouse.591.com.tw/115024/detail,86,2022-10-26,newhouse
文山區,105,隨時交屋,文山晶硯,98.0,44,45.0,225,36.4,1,9,1,23,0,9,9,NA,105建字第0155號,NA,東其建設,林隆成建築師事務所,裕臺營造,東其建設,RC鋼筋混凝土結構,朝西北,機械式9個,1:0.39,住家用,第三種住宅區,100元/坪/月,無,無,陳琨皓設計師、彭薇蓁設計師,1幢，1棟，23戶住家,地上9層，地下1層,台北市文山區忠順街一段41巷8號及光輝路134巷口,SAKURA廚具、TOTO衛浴,https://newhouse.591.com.tw/127125/detail,81,2022-10-27,newhouse
文山區,104,隨時交屋,玖原青,69.0,31,45.0,225,31,1,7,1,13,0,7,7,NA,104建字第0040號,NA,玖祐建設,黃翔龍建築師事務所,富霖營造,玖祐建設,RC鋼筋混凝土結構,朝西北、朝東南,機械式7個,1:0.54,住商用,第三種住宅區,待定,禹連泉設計,禹連泉設計,禹連泉設計,1棟，12戶住家，1戶店面,地上7層，地下1層,台北市文山區育英街83號,林內廚具、德國GROHE衛浴,https://newhouse.591.com.tw/126349/detail,85,2022-10-26,newhouse
文山區,,104,岳泰峰範,1282.0,782,61.06,560,34,2,33,6,238,470,0,470,NA,,NA,岳泰建設,王文凱(元宏聯合建築師事務所),林金塗(鵬霖營造),岳泰建設,SRC,朝西、朝東北,平面式470個、無充電樁,1:1.97,住家用,第三種商業區,4263元/戶/月,何鴻志建築師事務所,何鴻志建築師事務所,騰雲設計,2棟，231戶住家，7戶店面,"地上33層,地下6層",台北市文山區景文街86號,暫無,https://market.591.com.tw/7192,53,2022-10-26,market
松山區,110,113,鐫萃,603.0,317,52.62,630,37,2,23、24,6,118,119,8,127,3,110建字第0101號,3,大陸建設＆台北馥敦飯店,陳廷杰建築師事務所、ACPV建築設計團隊,大陸工程,甲桂林廣告,SC鋼骨結構,朝南,平面式119個、機械式8個,1:1.08,住商用,第二種商業區，第三種住宅區,待定,ACPV建築設計團隊,ACPV建築設計團隊,ACPV建築設計團隊,1幢，2棟，116戶住家，1戶一般旅館業，1戶事務所,地上23、24層，地下6層,台北市松山區南京東路五段32號,SC鋼骨,https://newhouse.591.com.tw/127900/detail,84,2022-10-26,newhouse
松山區,110,113,敦北南京,190.0,123,65.0,560,31,1,15,4,84,1,48,49,3,110建字第166號,3,敦年建設,台北國際聯合建築師事務所,久年營造,元陞廣告,RC鋼筋混凝土結構,朝北、朝南,平面式1個、機械式48個,1:0.58,住商用,商三特(商二),150元/坪/月,無,無,陳天祥建築師,1幢，1棟，81戶住家，3戶店面,地上15層，地下4層,台北市松山區南京東路四段63號旁,Panasonic廚具、Kohler衛浴、Hansgrohe五金設備,https://newhouse.591.com.tw/128006/detail,86,2022-10-26,newhouse
松山區,110,115,吉美艾麗,210.0,142,68.0,560,35.77,1,14,4,105,39,10,49,5,110建字第0271號,5,吉美建設,陳浩怡建築師事務所,待定,好德麥實業,RC鋼筋混凝土結構,朝北,平面式39個、機械式10個,1:0.47,住商用,第三種商業區,待定,聿善景觀設計,聿善景觀設計,築內設計,1幢，1棟，102戶住家，2戶店面，1戶宗教建築,地上14層，地下4層,台北市松山區八德路四段480號,外觀設計：MAG玫格設計。建材：廚具ODDO廚飾、德國HETTICE絞鍊、美國杜邦人造石檯面、櫻花烘碗機、隱藏式除油煙機、SVAGO雙口感應爐、3M淨水器、SVAGO洗脫烘、BUDER加熱器。衛浴：TOTO最新式全自動馬桶、德國GROHE衛浴設備、德國KALDEWEI浴缸。其他：日本三協鋁窗、LOW-E玻璃、瑞典DURGO吸氣閥、德國太格木地板、六合一電子門鎖、長庚活水系統。,https://newhouse.591.com.tw/129101/detail,89,2022-10-26,newhouse
松山區,109,111,敦化豐華,201.0,98,49.0,560,36,1,11,3,23,28,0,28,2,109建字第0208號,2,豐華開發,林志崧建築師事務所,地樺營造,新聯陽機構－新聯祥廣告,RC鋼筋混凝土結構,朝北,平面式28個,1:1.22,住商用,商三特,待定,林志崧建築師事務所,林志崧建築師事務所,林志崧建築師事務所,1幢，1棟，19戶住家，4戶店面,地上11層，地下3層,台北市松山區南京東路三段256巷53號旁,結構設計:聯邦工程顧問,https://newhouse.591.com.tw/125641/detail,99,2022-10-26,newhouse
松山區,NA,114,衍見築,394.0,176,44.9,225,33.8,1,17,4,45,71,0,71,NA,NA,NA,忠泰建設、永沛開發建設,奧伊勒吳聯合事務所、王克誠建築師事務所,忠泰營造,璞全廣告,SC,朝北、朝南、朝東,平面式71個、無充電樁,1:1.58,住家用,第三種住宅區,暫無,木荷景觀,築內國際,十聿照明,1幢，1棟，45戶住家,"地上17層,地下4層",台北市松山區敦化北路120巷,待定,https://market.591.com.tw/105144,53,2022-10-27,market
松山區,NA,114,敦北文華,166.0,74,44.98,225,33.8,1,10,2,33,2,23,25,NA,NA,NA,淞瀚建設、磐鼎建設,葉錠坤建築師事務所,億東營造,桔禾行銷,RC,朝東、朝北,平面式2個、機械式23個、無充電樁,1:0.76,住商用,第三種住宅區,暫無,NA,NA,NA,1幢，1棟，31戶住家，2戶店面,"地上10層,地下2層",台北市松山區南京東路四段52巷21號旁,待定,https://market.591.com.tw/104205,55,2022-10-26,market
松山區,108,112,民生鉑月,416.0,186,44.94,225,31.31,1,12、15,4,68,93,4,97,4,108建字第0109號,4,將作建設,鍾美惠建築師事務所,大盈營造,自售,RC鋼筋混凝土結構,朝南、朝東,平面式93個、機械式4個,1:1.43,住家用,第三種住宅區,100元/坪/月,9STUDIODESIGNGROU,9STUDIODESIGNGROU,9STUDIODESIGNGROU,2幢，1棟，68戶住家,地上12、15層，地下4層,台北市松山區延壽街18巷1號,建材:DAIKINPM2.5過濾器+全熱交換器。DAIKIN冷暖變頻室外主機。TOTO衛浴、YKK氣密窗。高彩度廣角魚眼攝影機。SMART-KEY智慧感應讀卡系統。義大利進口CIAS門鎖、日本進口CLEANUP櫥具。,https://newhouse.591.com.tw/125023/detail,84,2022-10-27,newhouse
松山區,108,113,碧硯閣,1446.0,562,38.9,225,31,4,24,4,290,309,0,309,5,108建字第0140號,5,中華工程,張玉樹建築師事務所,中華工程,自售,SRC鋼骨鋼筋混凝土結構,朝北、朝南,平面式309個,1:1.07,住商用,第三種住宅區,待定,境業設計工程,境業設計工程,境業設計工程,4幢，4棟，278戶住家，12戶店面,地上24層，地下4層,台北市松山區三民路80巷及延壽街72巷,Dormakaba玄關門鎖、YKK室內鋁窗(玻璃)、KOHLER廚具、康沛石檯面、林內三口瓦斯爐、林內隱藏式排油煙機、林內廚下型烘碗機、Hansgrohe廚房伸縮龍頭、諾得廚下型淨水器。主浴室：BLB浴缸、Hansgrohe浴缸水龍頭、Hansgrohe手持花灑+升降桿組、KOHLER馬桶、KOHLER方形下崁面盆、Hansgrohe單槍面盆龍頭。客浴室：Hansgrohe淋浴龍頭、Hansgrohe手持花灑+升降桿組、KOHLER馬桶+免治馬桶座、KOHLER方形下崁面盆、Hansgrohe面盆龍頭。,https://newhouse.591.com.tw/128909/detail,82,2022-10-26,newhouse
松山區,NA,113,陞遠學,118.0,57,49.13,225,36.8,1,10,2,25,0,18,18,NA,NA,NA,陞遠建設開發,陳建宏建築師事務所,暫無,賦盈廣告行銷,RC,朝北、朝南,機械式18個、無充電樁,1:0.72,住家用,第三種住宅區,130元/坪/月,和築設計,和築設計,和築設計,1幢，1棟，25戶住家,"地上10層,地下2層",台北市松山區南京東路四段120巷19弄28號,待定。,https://market.591.com.tw/3645955,54,2022-10-26,market
松山區,NA,111,松蔦青語,201.0,120,60.0,560,33,1,15,3,112,0,47,47,NA,NA,NA,大家地產,林祺錦建築師事務所,大家營造,潤鼎廣告,RC,朝東、朝南,機械式47個、無充電樁,1:0.42,住商用,第三種商業區,90元/坪/月,林祺錦建築師事務所,林祺錦建築師事務所,林祺錦建築師事務所,1幢，1棟，108戶住家，4戶店面,"地上15層,地下3層",台北市松山區松河街76號,廚具：高級歐式陶磁鋼烤面板廚具、杜邦人造石檯面、櫻花抽油煙機、玻璃檯面式瓦斯爐（部分戶別）、進口高級IH爐（部分戶別）、BOSCH洗碗機、HANSGROHE洗槽龍頭、廚下生飲淨水器、雙溫飲水龍頭。衛浴：Panasonic全自動電腦免治馬桶、KOHLER鏡箱、INNOCI一體化陶瓷檯面盆及鋼琴烤漆浴室櫃、HANSGROHE龍頭、淋浴蓮蓬頭及花灑。五金：HANSGROHE。其他：EDS制震壁40組（2~6F）、德國BWT大樓淨水設備、玄關電子門鎖、STUDOR吸氣閥、FTTH光纖到府、雨水回收系統。,https://market.591.com.tw/102890,54,2022-10-26,market
桃園市龍潭區,108桃市都建執照字第龍01251號,隨時交屋,璞玥,419.0,235,56.16,特定農業區甲種建築用地,NA,12,5,地上5,12,0,0,0,NA,108桃市都建執照字第龍01251號,NA,春雄建設,陳登光建築師事務所,興億營造,自售,RC鋼筋混凝土結構,朝西北、朝西南、朝東北,「璞玥風華」位於桃園市龍潭區福龍路三段7號，由春雄建設投資興建，興億營造營造，陳登光建築師事務所建築設計，基地面積418.92坪、建蔽率56.16。樓層規劃地上5層透天建築，共有12戶住家，格局坪數規劃地坪30~50坪、建坪88~146坪，面寬5~7.2米、縱深10.55~13.5米。1樓停車，結構採RC鋼筋混凝土，建材有櫻花四機廚具、和成衛浴、和成五金。周邊環境，車程約5~7分鐘即可抵達學區龍星國小及武漢國中，車程約3分鐘可...,NA,住家用,特定農業區甲種建築用地,待定,無,無,無,2幢，12棟，12戶住家,地上5層,桃園市龍潭區福龍路三段7號,廚具：櫻花四機衛浴：和成五金：和成,https://newhouse.591.com.tw/127207/detail,98,2022-10-27,newhouse
萬華區,111,114,康HOME,127.0,74,58.62,800,32.15,1,12,2,44,0,26,26,3,111建字第0182號,3,康景建設,陳肇勳建築師事務所,待定,信義代銷,RC鋼筋混凝土結構,朝北,機械式26個,1:0.59,住商用,第四種商業區,80元/坪/月,無,無,陳錦德設計師,1幢，1棟，42戶住家，2戶店面,地上12層，地下2層,台北市萬華區永福街104號,廚具：MIT櫻花三機，衛浴：INAX龍頭、面盆、花灑、Panasonic電腦馬桶、多功能暖風機，其他：全戶淨水、STUDOR吸氣閥,https://newhouse.591.com.tw/131143/detail,84,2022-10-26,newhouse
萬華區,111,116,貴暘御景-豪景樓,106.0,79,74.54,800,33.76,1,15,3,57,0,30,30,5,111建字第0118號,5,和暘建設,童志祥建築師事務所,待定,傳真行銷-傳捷廣告,RC鋼筋混凝土結構,朝北、朝南,機械式30個,1:0.53,住商用,第四種商業區,135元/坪/月,無,無,坤儀室內裝修設計,1幢，1棟，52戶住家，1戶店面，4戶一般事務所,地上15層，地下3層,台北市萬華區貴陽街、中華路口,林內廚具、INAX衛浴、INAX五金、YKK氣密窗、BWT全棟自動泥沙雜質過濾器、飛利浦電子門鎖、愛惠浦櫥下型淨水生飲。,https://newhouse.591.com.tw/130903/detail,82,2022-10-27,newhouse
萬華區,110,113,萬大境,309.0,150,48.6,225,32.9,1,14,2,56,24,25,49,3,110建字第116號,3,峰禾建設開發,賴恩常建築師事務所,待定,鴻慶廣告,RC鋼筋混凝土結構,朝西南,平面式24個、機械式25個、預留充電樁管線,1:0.88,住商用,第三種住宅區,待定,無,無,無,1幢，1棟，52戶住家，4戶店面,地上14層，地下2層,台北市萬華區西園路二段281巷,RC鋼筋混凝土,https://newhouse.591.com.tw/127710/detail,82,2022-10-26,newhouse
萬華區,110,116,西門H,115.0,86,75.0,800,34.7,1,15,4,86,0,37,37,6,110建字第118號,6,吉峻建設,吳成榮建築師事務所,待定,政安廣告,RC鋼筋混凝土結構,朝西,機械式37個,1:0.43,住家用,第四種商業區,100元/坪/月,無,無,無,1幢，1棟，86戶住家,地上15層，地下4層,台北市萬華區康定路147號,廚具：Cleanup、衛浴：INAX、五金：INAX、三機：林內、氣密窗：YKK、電子鎖：WAFERLOCK,https://newhouse.591.com.tw/127346/detail,88,2022-10-26,newhouse
萬華區,109,111,樂揚煦煦,217.0,97,45.0,225,39.2,1,8,3,30,25,5,30,2,109建字第0221號,2,樂揚建設,昌瑜建築師事務所,順緯營造,建設公司自售,RC鋼筋混凝土結構,朝北、朝南、朝西、朝東,平面式25個、機械式5個,1:1,住商用,住三,120元/坪/月,紅谷花苑,紅谷花苑,左越設計/晴璞設計,1棟，28戶住家，2戶店面,地上8層，地下3層,台北市萬華區萬大路,結構體保固20年、防水保固5年、固定設備保固2年，社區搭配OTIS電梯，Panasonic廚具，KOHLER衛浴瓷器、Hansgrohe冷熱水龍頭，,https://newhouse.591.com.tw/126057/detail,82,2022-10-26,newhouse
萬華區,NA,114,萬錦,1099.0,421,38.31,225,33,3,15,3,146,166,0,166,NA,NA,NA,民凱建設,三門聯合建築師事務所,億東營造,信義代銷,RC,朝東南,平面式166個、預留管線,1:1.14,住商用,第三種住宅區,100元/戶/月,三門聯合建築師事務所,三門聯合建築師事務所,三門聯合建築師事務所,1幢，3棟，144戶住家，2戶店面,"地上15層,地下3層",台北市萬華區民和街,林內三機廚具、INAX衛浴、INAX五金、日鐵制震、候選黃金級綠建築,https://market.591.com.tw/5868867,53,2022-10-27,market
萬華區,109,114,中正城閱,621.0,246,39.62,225,34,2,6、14,3,95,83,0,83,5,109建字第219號,5,旭泰建築/千曜開發實業,彭繼賢建築師事務所,松禾營造,旭泰建築/千曜開發實業,RC鋼筋混凝土結構,朝北、朝南、朝東,平面式83個,1:0.87,住商用,第三種住宅區,100元/坪/月,無,無,暫無,2幢，2棟，92戶住家，3戶店面,地上6、14層，地下3層,台北市萬華區西藏路424號（南海實幼右轉入）,RINNAI廚具、INAX衛浴、NITTO日本進口磁磚、東和鋼鐵、力泰水泥、柱中柱結構,https://newhouse.591.com.tw/126906/detail,83,2022-10-26,newhouse
萬華區,NA,114,昇陽逸居,285.0,128,44.99,225,36.78,1,11,3,73,36,0,36,NA,NA,NA,昇陽建設企業,陳聰亨建築師事務所,暫無,傳美廣告,RC,朝東北,平面式36個、無充電樁,1:0.49,住商用,第三種住宅區,100元/坪/月,NA,NA,NA,1幢，1棟，67戶住家，6戶店面,"地上11層,地下3層",台北市萬華區中華路二段、南海路口,RC鋼筋混凝土,https://market.591.com.tw/3668394,56,2022-10-26,market
萬華區,NA,114,冠輝京品,228.0,101,44.69,560,33.7,1,11,2,55,0,28,28,NA,NA,NA,冠輝建設,林祺錦建築師事務所,暫無,冠輝建設,RC,朝北,機械式28個、無充電樁,1:0.51,住商用,商業區,暫無,NA,NA,NA,1幢，1棟，50戶住家，5戶店面,"地上11層,地下2層",台北市萬華區艋舺大道194號,黃金級綠建築候選標章、0.324G制震6級,https://market.591.com.tw/3699640,55,2022-10-26,market
萬華區,NA,114,西園町,140.0,68,49.0,560,33,1,12,3,35,1,28,29,NA,NA,NA,慶嶸建設,張玉樹建築師事務所,暫無,巨將創意廣告,RC,朝北、朝東,平面式1個、機械式28個、無充電樁,1:0.83,住家用,商業區,100元/戶/月,喜案國際,李俊平設計師,NA,1幢，1棟，35戶住家,"地上12層,地下3層",台北市萬華區西園路一段36號,櫻花廚具、TOTO衛浴,https://market.591.com.tw/3669655,53,2022-10-26,market
萬華區,109,114,曉南門,101.0,70,70.1,560,34.93,1,14,4,44,0,30,30,5,109建字第0019號,5,維陽建設(水美開發),寬泉聯合建築師事務所,春輝營造,自建自,RC鋼筋混凝土結構,朝北、朝西南,機械式30個,1:0.68,住商用,第三種商業區,160元/坪/月,永鉅國際,永鉅國際,永鉅國際,1幢，1棟，43戶住家，1戶店面,地上14層，地下4層,台北市萬華區廣州街、昆明街口,暫無,https://newhouse.591.com.tw/126900/detail,83,2022-10-26,newhouse
萬華區,NA,113,東騰元町,294.0,198,67.6,800,36.8,1,18,5,129,78,0,78,NA,NA,NA,東騰開發,李文勝建築師事務所,暫無,慕樺廣告,RC,朝南、朝西,平面式78個、無充電樁,1:0.6,住商用,第四種商業區,1675元/戶/月,NA,NA,NA,1幢，1棟，124戶住家，5戶店面,"地上18層,地下5層",台北市萬華區西昌街134號,RC,https://market.591.com.tw/101986,53,2022-10-27,market
萬華區,NA,113,德謙驛,178.0,72,40.77,560,36.29,1,10,3,37,0,18,18,NA,NA,NA,德謙建設,黃翔龍建築師事務所,暫無,信義代銷,RC,朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南,機械式18個、無充電樁,1:0.49,住商用,第三種商業區,暫無,NA,NA,NA,1幢，1棟，36戶住家，1戶店面,"地上10層,地下3層",台北市萬華區艋舺大道88號,Leicht廚具、Duravit衛浴、Hansgrohe五金、IMOLA、TUSCANIA地磚,https://market.591.com.tw/3677343,53,2022-10-27,market
萬華區,NA,113,新碩華御,112.0,83,74.3,800,33.7,1,14,2,39,0,24,24,NA,NA,NA,新碩建設,高仲廷建築師事務所,遠碩營造,信義房屋代銷部,RC,朝北、朝南,機械式24個、無充電樁,1:0.62,住家用,第四種商業區,暫無,NA,邵俊夫&方薇建築師,NA,1棟，39戶住家,"地上14層,地下2層",台北市萬華區貴陽街二段17巷旁,RC鋼筋混凝土，廚房：stormer廚櫃/Rinnai瓦斯爐/SVAGO微烤箱，衛浴：V&B面盆、Inax馬桶，地磚：太格德國精工木地板，五金：GROHE，其他：YKK氣密窗。,https://market.591.com.tw/102567,54,2022-10-26,market
萬華區,108,113,首傅晴海 ,90.0,48,53.9,560,36.5,1,14,3,67,1,19,20,5,108建字第0102號,5,首傅建設,向度聯合建築師事務所,萬鈞營造,海揚廣告,RC鋼筋混凝土結構,朝西,平面式1個、機械式19個,1:0.3,住商用,第三種商業區,100元/坪/月,向度聯合建築師事務所,向度聯合建築師事務所,待定,1幢，1棟，66戶住家，1戶一般事務所,地上14層，地下3層,台北市萬華區環河南路二段47號旁,櫻花廚具、INAX、美標衛浴,https://newhouse.591.com.tw/127560/detail,84,2022-10-26,newhouse
萬華區,108,113,首傅晴海,90.0,48,53.9,560,36.5,1,14,3,67,1,19,20,5,108建字第0102號,5,首傅建設,向度聯合建築師事務所,萬鈞營造,海揚廣告,RC鋼筋混凝土結構,朝西,平面式1個、機械式19個,1:0.3,住商用,第三種商業區,100元/坪/月,向度聯合建築師事務所,向度聯合建築師事務所,待定,1幢，1棟，66戶住家，1戶一般事務所,地上14層，地下3層,台北市萬華區環河南路二段47號旁,櫻花廚具、INAX、美標衛浴,https://newhouse.591.com.tw/127560/detail,82,2022-10-26,newhouse
萬華區,NA,113,久年慕舍,78.0,59,76.49,800,34.96,1,15,4,50,0,24,24,NA,NA,NA,久年置地,陳福助建築師事務所,久年營造,荷實創意,RC,朝西、朝東,機械式24個、無充電樁,1:0.48,住家用,第四種商業區,130元/戶/月,NA,創揚室內設計團隊,NA,1幢，1棟，50戶住家,"地上15層,地下4層",台北市萬華區昆明街180號,YKK氣密窗、PANASONIC日系進口廚具、INAX衛浴、八道健康防疫概念建材設備、潤泰精材隔音墊,https://market.591.com.tw/5854521,55,2022-10-27,market
萬華區,107,112,岳泰豐鼎,371.0,239,64.67,800,38,1,23,5,187,71,38,109,5,107建字第0002號,5,岳泰建設,三門聯合建築師事務所,鵬霖營造,五十甲廣告,SC鋼骨結構,朝東北,平面式71個、機械式38個,1:0.58,住商用,第四種商業區,100元/坪/月,無,無,萊比設計工程,1幢，1棟，177戶住家，10戶店面,地上23層，地下5層,台北市萬華區漢口街二段88號,日本衛浴第一品牌─TOTO全自動智慧馬桶。․日本生活家電首要名牌─Panasonic多功能暖風機․德國最佳名牌獎、設計獎─Ballerina頂級廚櫃、林內三機。․美國股神巴菲特唯一信賴ECOWATER全棟淨水設備。․台灣研發Low-E低輻射玻璃，隔熱、節能、隔音、透光性絕佳。維夫拉克美國認證電子鎖,https://newhouse.591.com.tw/130899/detail,85,2022-10-26,newhouse
萬華區,NA,111,隱苑,473.0,165,35.0,225,32.85,1,14,3,101,83,0,83,NA,NA,NA,時詣建設X山琳建設,蕭力仁建築師事務所,聯邦工程顧問、昇邦營造,自建自售,RC,朝西北、朝西南、朝東北、朝東南,平面式83個、無充電樁,1:0.82,住家用,第三種住宅區,100元/戶/月,NA,洪仲誼設計師、閤里居空間設計,NA,1幢，1棟，101戶住家,"地上14層,地下3層",台北市萬華區寶興街140巷5號,林內廚具、TOTO衛浴、不二鋁門窗、EPS制震,https://market.591.com.tw/44479,53,2022-10-27,market
萬華區,NA,111,榮耀西門,434.0,324,74.83,800,34,2,15,4,165,11,32,43,NA,NA,NA,榮曜建設,廖錦盈建築師事務所,億東營造,信義代銷,RC,朝東南、朝東北、朝北,平面式11個、機械式32個、無充電樁,1:0.26,住商用,第四種商業區,1900元/戶/月,NA,NA,NA,2幢，2棟，158戶住家，7戶店面,"地上15層,地下4層",台北市萬華區漢中街156號旁,TOTO衛浴,https://market.591.com.tw/104471,53,2022-10-27,market
萬華區,NA,111,新碩華悅,423.0,317,75.0,800,33,1,22,6,165,119,21,140,NA,NA,NA,新碩建設,簡俊卿建築師事務所,遠碩營造,信義代銷,SC,朝東南,平面式119個、機械式21個、無充電樁,1:0.8,住商用,第四種商業區,90元/坪/月,楊智瑤設計師,李東燦設計師,陳宇晃燈光師,1棟，159戶住家，6戶店面,"地上22層,地下6層",台北市萬華區柳州街3號旁,SC鋼骨結構,https://market.591.com.tw/53764,54,2022-10-27,market
萬華區,NA,111,基泰建中,206.0,92,44.68,225,35,1,9,2,38,22,0,22,NA,NA,NA,基泰建設,彭繼賢建築師事務所,暫無,金鼎揚廣告,RC,朝南,平面式22個、無充電樁,1:0.58,住商用,第三種住宅區,100元/坪/月,NA,域研近相空間設計,NA,1幢，1棟，36戶住家，2戶店面,"地上9層,地下2層",台北市萬華區莒光路旁,RC鋼筋混凝土。,https://market.591.com.tw/54005,54,2022-10-26,market
萬華區,106,隨時交屋,華造峰格,64.0,39,61.59,560,36,1,15,2,23,0,11,11,NA,106建字第0160號,NA,華造建設,葉日明建築師事務所,信升昌營造,全悅廣告、萬海行銷,SRC鋼骨鋼筋混凝土結構,朝西,機械式11個,1:0.48,住商用,第三種商業區,90元/坪/月,無,無,無,1幢，1棟，21戶住家，2戶店面,地上15層，地下2層,台北市萬華區康定路259號,SRC耐震六級，innoci衛浴、panasonic換氣冷暖風機、Hansgrohe五金、dormakaba電子門鎖、門廳panasonic奈米水離子發生器、電梯崇友空氣清淨機,https://newhouse.591.com.tw/126907/detail,83,2022-10-26,newhouse
