鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,24.04,住,,,1101231,土地5建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,219.91,3,2,2,有,無,50920000,327399,坡道平面,81.18,5500000,,RPXPMLOLJHHGFDA08CB,國泰悠境,B棟B1-12F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,13.71,住,,,1110115,土地5建物1車位1,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.98,2,2,1,有,無,29310000,334354,坡道平面,40.59,3100000,,RPOQMLOLJHHGFDA27CB,國泰悠境,A棟A2-11F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,19.13,住,,,1110109,土地5建物1車位1,七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.33,3,2,2,有,無,39210000,325846,坡道平面,40.59,2800000,,RPPQMLOLJHHGFDA37CB,國泰悠境,A棟A3-7F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.51,住,,,1110113,土地5建物1車位2,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.9,3,2,2,有,無,45100000,326178,坡道平面,81.18,6050000,,RPQQMLOLJHHGFDA47CB,國泰悠境,A棟A6-15F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.29,住,,,1110108,土地5建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.45,3,2,2,有,無,41700000,324962,坡道平面,40.59,2750000,,RPRQMLOLJHHGFDA57CB,國泰悠境,A棟A1-13F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.71,住,,,1110114,土地5建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.26,3,2,2,有,無,42490000,326427,坡道平面,40.59,3100000,,RPSQMLOLJHHGFDA67CB,國泰悠境,A棟A4-13F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.97,住,,,1110106,土地5建物1車位2,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,201.85,3,2,2,有,無,44960000,327008,坡道平面,81.18,5500000,,RPTQMLOLJHHGFDA77CB,國泰悠境,A棟A4-14F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,24.04,住,,,1101230,土地5建物1車位2,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,219.91,3,2,2,有,無,49520000,318028,坡道平面,81.18,5400000,,RPUQMLOLJHHGFDA87CB,國泰悠境,B棟B1-3F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,35.1,住,,,1110104,土地5建物1車位2,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.7,4,2,3,有,無,69490000,312512,坡道平面,81.18,6200000,,RPVQMLOLJHHGFDA97CB,國泰悠境,A棟A1-4F號
信義區,房地(土地+建物)+車位,臺北市信義區信義路四段,8.13,商,,,1110115,土地9建物1車位1,九層,15,其他,住家用,鋼筋混凝土造,,120.64,2,2,1,有,無,51230000,479551,坡道機械,18.19,2100000,,RPWQMLOLJHHGFDA08CB,全坤X101,A6-9F號
文山區,房地(土地+建物)+車位,臺北市文山區 木柵路一段,39.11,住,,,1110116,土地1建物1車位2,二十三層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,257.19,3,2,3,有,無,49180000,222797,坡道平面,56.2,4400000,雨遮不計價。,RPPNMLOLJHHGFAA76CB,元利森活莊園,B棟B3-23F號
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段52巷,15.63,商,,,1101225,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.88,2,2,2,有,無,30980000,324780,其他,17.19,2500000,,RPQNMLOLJHHGFCA07CB,?山,A-4F號
中正區,房地(土地+建物),臺北市中正區幸福里齊東街82巷42號,9.22,住,,,1110110,土地9建物1車位0,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,84.87,1,2,1,有,無,31500000,371156,,0.0,0,,RPPNMLOLJHHGFBA86CB,安家藏玉,C-4F號
萬華區,房地(土地+建物),臺北市萬華區艋舺大道198號,10.62,商,,,1110122,土地14建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.49,1,1,1,有,無,12080000,221692,,0.0,0,,RPQNMLOLJHHGFBA96CB,冠輝京品,1棟4C號
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段261巷,22.28,住,,,1101127,土地9建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.1,3,2,2,有,無,19450000,178884,坡道平面,34.11,2100000,,RPRNMLOLJHHGFBA07CB,萬大境,B-4F號
文山區,房地(土地+建物)+車位,臺北市文山區 木柵路一段,43.92,住,,,1110118,土地1建物1車位2,二十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,281.99,4,2,3,有,無,49660000,197617,坡道平面,56.2,5040000,雨遮不計價。交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPLJHHGFAA86CB,元利森活莊園,A棟A1-25F號
松山區,房地(土地+建物)+車位,臺北市松山區北寧路32巷,28.56,住,,,1110109,土地14建物1車位2,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,286.71,0,0,0,無,無,92880000,422440,坡道平面,83.06,6850000,,RPPNMLPLJHHGFDA27DB,筑丰敦匯,A棟1-2號
中山區,房地(土地+建物)+車位,臺北市中山區興亞里吉林路14巷,24.38,住,,,1101031,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,248.56,3,2,3,有,無,83680000,418097,坡道平面,64.44,6700000,,RPRUMLQLJHHGFCA08CB,序東騰,B-13F號
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段,6.71,商,,,1101218,土地10建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.04,2,1,1,有,無,25300000,319877,坡道平面,38.45,2400000,,RPPOMLQLJHHGFDA37CB,吉美艾麗,A8-14F號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段23巷及23巷7弄、9弄口,23.83,住,,,1110116,土地24建物1車位2,十九層,22,住宅大樓(11層含以上有電梯),住商用,見其他登記事項,,217.24,3,2,3,有,無,66310000,387940,坡道平面,63.84,6800000,,RPQOMLQLJHHGFDA47CB,揚昇君隆,A3-19F號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段23巷及23巷7弄、9弄口,22.26,住,,,1110110,土地24建物1車位2,十九層,22,住宅大樓(11層含以上有電梯),住商用,見其他登記事項,,207.09,3,2,2,有,無,63540000,387714,坡道平面,63.84,8000000,,RPTNMLRLJHHGFDA77CB,揚昇君隆,A1-19F號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段23巷及23巷7弄、9弄口,18.91,住,,,1110114,土地24建物1車位2,十八層,22,住宅大樓(11層含以上有電梯),住商用,見其他登記事項,,185.55,3,2,2,有,無,52080000,372032,坡道平面,63.84,6800000,,RPUNMLRLJHHGFDA87CB,揚昇君隆,A5-18F號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段23巷及23巷7弄、9弄口,19.11,住,,,1110111,土地24建物1車位2,十七層,22,住宅大樓(11層含以上有電梯),住商用,見其他登記事項,,186.81,3,2,2,有,無,52680000,373099,坡道平面,63.84,6800000,,RPVNMLRLJHHGFDA97CB,揚昇君隆,A4-17F號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路五段23巷及23巷7弄、9弄口,22.26,住,,,1110116,土地24建物1車位2,十七層,22,住宅大樓(11層含以上有電梯),住商用,見其他登記事項,,207.09,3,2,2,有,無,59240000,366073,坡道平面,63.84,6800000,,RPWNMLRLJHHGFDA08CB,揚昇君隆,A1-17F號
南港區,房地(土地+建物)+車位,臺北市南港區重陽路,61.88,住,,,1101230,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,333.92,0,0,0,無,無,138000000,439496,坡道平面,26.75,3000000,,RPXNMLRLJHHGFDA18CB,香榭帝寶,B棟03號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,34.06,其他,,,1110103,土地9建物1車位4,十八層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,529.02,0,0,0,無,無,288290000,690357,坡道平面,145.32,23400000,,RPOOMLRLJHHGFDA37CB,敦仰,A1-18F號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,33.64,其他,,,1110103,土地9建物1車位3,十八層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,476.0,0,0,0,無,無,273680000,684302,坡道平面,97.98,15000000,,RPPOMLRLJHHGFDA47CB,敦仰,A2-18F號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,26.11,其他,,,1110103,土地9建物1車位2,十八層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,360.34,0,0,0,無,無,186680000,605654,坡道平面,65.32,8000000,,RPQOMLRLJHHGFDA57CB,敦仰,A3-18F號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,33.64,其他,,,1110120,土地9建物1車位3,十四層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,475.68,0,0,0,無,無,263400000,654742,坡道平面,95.53,14500000,,RPROMLRLJHHGFDA67CB,敦仰,A1-14F號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,33.64,其他,,,1110120,土地9建物1車位3,十四層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,474.47,0,0,0,無,無,263600000,654710,坡道平面,93.08,13900000,,RPSOMLRLJHHGFDA77CB,敦仰,A2-14F號
松山區,房地(土地+建物)+車位,臺北市松山區敦化北路8號旁,34.06,其他,,,1101230,土地9建物1車位3,十五層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,481.68,0,0,0,無,無,277000000,689341,坡道平面,97.98,12500000,,RPTOMLRLJHHGFDA87CB,敦仰,A1-15F號
文山區,房地(土地+建物),臺北市文山區指南路三段77巷,11.91,住,,,1110113,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,43.06,1,0,1,有,無,7640000,177427,,0.0,0,,RPPNMLRLJHHGFAA07CB,政大爵鼎NO.2,A1棟6F號
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街155巷,43.8,住,,,1110119,土地7建物1車位4,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,401.75,0,0,0,無,無,146800000,512800,坡道平面,146.68,16000000,,RPPNMLRLJHHGFFA67DB,吉美大安森林花園,B號
北投區,房地(土地+建物)+車位,臺北市北投區關渡里大度路三段301巷,13.44,住,,,1110114,土地5建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.72,3,2,2,有,無,17070000,200227,坡道機械,7.31,1170000,銷售面積含雨遮面積但不計價,RPPNMLRLJHHGFEA47CB,康寶日出印象,A2-12F號
北投區,房地(土地+建物)+車位,臺北市北投區關渡里大度路三段301巷,24.28,住,,,1110114,土地5建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.73,4,2,2,有,無,26570000,177730,坡道機械,7.31,1080000,銷售面積含雨遮面積但不計價,RPQNMLRLJHHGFEA57CB,康寶日出印象,A5-03F號
大安區,房地(土地+建物),臺北市大安區潮州街55巷,0.0,住,,,1110119,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,52.63,1,1,1,有,無,14910000,283298,,0.0,0,本案為地上權房屋，系因確認土地位置，但無土地持分。B1AF11101240001地上權房屋；,RPTNMLRLJHHGFFA97CB,虹耀今采,A7-8F號
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街,19.34,住,,,1110103,土地1建物1車位2,二十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,194.3,3,2,2,有,無,44320000,318760,坡道平面,76.28,6700000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPUNMLRLJHHGFFA08CB,潤泰大安富陽,23F-A6號
中山區,房地(土地+建物),臺北市中山區德惠街,7.16,商,,,1101231,土地2建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.14,2,1,1,有,無,18221000,252578,,0.0,0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSLJHHGFCA37CB,忠泰繪,A2-5F號
中山區,房地(土地+建物),臺北市中山區德惠街,7.16,商,,,1101230,土地2建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.14,2,1,1,有,無,17940000,248683,,0.0,0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSLJHHGFCA47CB,忠泰繪,A2-6F號
中山區,房地(土地+建物),臺北市中山區德惠街,5.82,商,,,1101230,土地2建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.02,1,1,1,有,無,14190000,240427,,0.0,0,,RPSNMLSLJHHGFCA67CB,忠泰繪,A6-6F號
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,20.92,住,,,1110112,土地7建物1車位2,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,203.31,3,2,2,有,無,52450000,292613,坡道平面,46.96,6700000,預售屋雨遮計坪不計價,RPQNMLSLJHHGFDA57CB,擎天森林,B棟B7-24F號
南港區,房地(土地+建物),臺北市南港區市民大道八段,13.95,住,,,1110109,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,53.99,1,1,1,有,無,23000000,426005,,0.0,0,,RPRNMLSLJHHGFDA67CB,八方玥,A2棟1號
南港區,房地(土地+建物)+車位,臺北市南港區市民大道八段,28.64,住,,,1110109,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.1,2,2,2,有,無,32600000,278335,其他,15.52,2100000,預售屋雨遮面積2.96平方公尺，計坪不計價。,RPSNMLSLJHHGFDA77CB,八方玥,A2棟7號
萬華區,房地(土地+建物),臺北市萬華區昆明街180號,4.27,商,,,1110121,土地3建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.07,1,1,1,有,無,12980000,231496,,0.0,0,,RPPNMLTLJHHGFBA37CB,久年慕舍,A3號
萬華區,房地(土地+建物),臺北市萬華區昆明街180號,4.27,商,,,1110121,土地3建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.07,1,1,1,有,無,12980000,231496,,0.0,0,,RPQNMLTLJHHGFBA47CB,久年慕舍,A3號
萬華區,房地(土地+建物)+車位,臺北市萬華區昆明街180號,4.27,商,,,1110121,土地3建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.88,1,1,1,有,無,15190000,235242,升降機械,15.81,2000000,,RPRNMLTLJHHGFBA57CB,久年慕舍,A3號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1101230,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.48,1,1,1,有,無,14500000,288008,坡道機械,18.12,2300000,本案地上權房屋，係因確認位置，但無土地持份地上權房屋；,RPPNMLTLJHHGFFA77CB,基泰大安,E3號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1101231,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,62.73,1,1,1,有,無,15500000,293656,坡道機械,18.12,2400000,本案地上權房屋，係因確認位置，但無土地持份地上權房屋；,RPQNMLTLJHHGFFA87CB,基泰大安,F3號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1110113,土地1建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.48,1,1,1,有,無,14100000,280925,坡道機械,18.12,2200000,交易總價含下列非屬預售屋價格之費用:地上權房屋；,RPRNMLTLJHHGFFA97CB,基泰大安,E2號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1110108,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.81,1,1,1,有,無,17280000,313383,升降平面,36.2,3300000,交易總價含下列非屬預售屋價格之費用:地上權房屋；,RPSNMLTLJHHGFFA08CB,基泰大安,F7號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1110121,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.45,1,1,1,有,無,15600000,341606,坡道平面,36.2,3900000,本案地上權房屋，係因確認位置，但無土地持份地上權房屋；,RPTNMLTLJHHGFFA18CB,基泰大安,E8號
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段304巷49號,0.0,住,,,1110115,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.48,1,1,1,有,無,15400000,309254,坡道機械,18.12,2300000,本案地上權房屋，係因確認位置，但無土地持份地上權房屋；,RPUNMLTLJHHGFFA28CB,基泰大安,E7號
大安區,房地(土地+建物)+車位,臺北市大安區潮州街55巷,0.0,住,,,1110124,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.09,0,0,1,有,無,17200000,275955,升降平面,37.27,2900000,本案為地上權房屋，系因確認土地位置，但無土地持分。地上權房屋；,RPPNMLRJKHHGFFA47CB,虹耀今采,A4-8F號
北投區,房地(土地+建物)+車位,臺北市北投區振華里東華街一段,23.36,商,,,1110124,土地34建物1車位2,三十層,33,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,337.96,4,2,3,有,無,96100000,346057,坡道平面,77.02,5800000,雨遮計坪不計價,RPPNMLRJKHHGFEA37CB,天母常玉,A棟A1-30F號
萬華區,房地(土地+建物)+車位,臺北市萬華區昆明街２８９巷旁,7.32,商,,,1110129,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.55,2,2,1,有,無,18880000,215446,升降機械,5.88,1500000,,RPQNMLRJKHHGFBA17CB,曉南門,B-2F號
萬華區,房地(土地+建物),臺北市萬華區雙園里莒光路347巷,15.61,住,,,1110128,土地53建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.39,2,2,2,有,無,19350000,216467,,0.0,0,,RPPNMLSJKHHGFBA17CB,中正城閱.,甲棟B2-7F號
萬華區,房地(土地+建物),臺北市萬華區雙園里莒光路347巷,23.82,住,,,1110128,土地53建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.75,3,2,2,有,無,28500000,208410,,0.0,0,,RPQNMLSJKHHGFBA27CB,中正城閱.,甲棟B3-3F號
南港區,房地(土地+建物)+車位,臺北市南港區重陽路,27.72,住,,,1110125,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,159.93,3,1,2,有,無,41860000,290106,坡道平面,24.6,2600000,,RPQNMLSJKHHGFDA47CB,香榭帝寶,A棟08號
南港區,房地(土地+建物)+車位,臺北市南港區重陽路,28.64,住,,,1110121,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,165.95,3,1,2,有,無,42980000,288649,坡道平面,26.75,2800000,,RPRNMLSJKHHGFDA57CB,香榭帝寶,B棟01號
松山區,房地(土地+建物)+車位,臺北市松山區南京東路四段,6.25,商,,,1110126,土地5建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.33,2,2,1,有,無,36780000,418944,塔式車位,16.46,2900000,,RPTNMLSJKHHGFDA77CB,敦北南京,C2-15F號
大安區,房地(土地+建物)+車位,臺北市大安區麗水街9巷5號旁,29.23,住,,,1110121,土地11建物1車位2,十六層,17,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,244.01,3,2,2,有,無,96760000,501842,坡道平面,67.54,8200000,雨遮不計價,RPPNMLSJKHHGFFA57CB,永康麗莊,B1-16F號
大安區,房地(土地+建物)+車位,臺北市大安區麗水街9巷5號旁,29.23,住,,,1110121,土地11建物1車位2,十七層,17,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,244.01,3,2,2,有,無,98310000,510625,坡道平面,67.54,8200000,雨遮不計價,RPQNMLSJKHHGFFA67CB,永康麗莊,B1-17F號
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,9.83,住,,,1110126,土地7建物1車位1,十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,96.95,2,2,1,有,無,23200000,270859,坡道平面,23.48,3300000,預售屋雨遮計坪不計價,RPPNMLTJKHHGFDA47CB,擎天森林,A棟A5-11F號
南港區,房地(土地+建物)+車位,臺北市南港區東新里興南街,20.92,住,,,1110128,土地7建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,179.83,3,2,2,有,無,46580000,274896,坡道平面,23.48,3600000,預售屋雨遮計坪不計價,RPQNMLTJKHHGFDA57CB,擎天森林,B棟B3-5F號
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段,24.61,住,,,1110122,土地2建物1車位2,七層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,307.0,0,0,0,無,無,82400000,299016,坡道平面,54.84,7000000,交易總價含下列非屬預售屋價格之費用:毛胚屋；,RPTNMLTJKHHGFCA77CB,帝璽,A2-7F號
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段,24.61,住,,,1110122,土地2建物1車位2,八層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,304.45,0,0,0,無,無,84400000,308481,坡道平面,54.84,7400000,交易總價含下列非屬預售屋價格之費用:毛胚屋；,RPUNMLTJKHHGFCA87CB,帝璽,A2-8F號
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段,33.74,商,,,1110123,土地24建物1車位2,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,307.83,3,2,2,有,無,65980000,271212,坡道平面,85.2,5600000,,RPPNMLTJKHHGFAA17CB,景美聯山-臻品區,A5-15F號
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段,33.22,商,,,1110123,土地24建物1車位1,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,262.61,3,2,2,有,無,61800000,268170,坡道平面,42.6,2800000,,RPQNMLTJKHHGFAA27CB,景美聯山-臻品區,A3-15F號
大安區,房地(土地+建物)+車位,臺北市大安區仁慈里大安路一段206巷15號等,19.89,住,,,1110129,土地2建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.34,3,2,2,有,無,66000000,447380,其他,17.52,3000000,,RPPNMLLKKHHGFFA96CB,大安謙?,B-07號
大安區,房地(土地+建物)+車位,臺北市大安區仁慈里大安路一段206巷15號等,19.89,住,,,1110128,土地2建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.34,3,2,2,有,無,64300000,435307,其他,17.52,3000000,,RPQNMLLKKHHGFFA07CB,大安謙?,B-03號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.76,住,,,1110123,土地5建物1車位1,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.5,3,2,2,有,無,42740000,330742,坡道平面,40.59,2750000,,RPPNMLOKKHHGFDA07CB,國泰悠境,A棟A3-10F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,35.05,住,,,1110127,土地5建物1車位2,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.4,3,2,2,有,無,69280000,313421,坡道平面,81.18,5900000,,RPQNMLOKKHHGFDA17CB,國泰悠境,A棟A4-3F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.71,住,,,1110122,土地5建物1車位1,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.26,3,2,2,有,無,42200000,324024,坡道平面,40.59,3100000,,RPRNMLOKKHHGFDA27CB,國泰悠境,A棟A4-9F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,20.71,住,,,1110126,土地5建物1車位1,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.26,3,2,2,有,無,41920000,324604,坡道平面,40.59,2750000,,RPSNMLOKKHHGFDA37CB,國泰悠境,A棟A4-10F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,13.71,住,,,1110127,土地5建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.98,2,2,1,有,無,28810000,332440,坡道平面,40.59,2750000,,RPTNMLOKKHHGFDA47CB,國泰悠境,A棟A5-13F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,13.71,住,,,1110124,土地5建物1車位1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.98,2,2,1,有,無,29310000,334354,坡道平面,40.59,3100000,,RPUNMLOKKHHGFDA57CB,國泰悠境,A棟A5-16F號
南港區,房地(土地+建物)+車位,臺北市南港區向陽路120巷2弄,23.74,住,,,1110121,土地5建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,219.06,3,2,2,有,無,50340000,321584,坡道平面,81.18,6000000,,RPXNMLOKKHHGFDA87CB,國泰悠境,B棟B2-10F號
文山區,房地(土地+建物)+車位,臺北市文山區 木柵路一段,39.11,住,,,1110125,土地1建物1車位1,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,229.09,3,2,3,有,無,49100000,230608,坡道平面,28.1,2750000,雨遮不計價。,RPPNMLOKKHHGFAA76CB,元利森活莊園,A棟A3-21F號
文山區,房地(土地+建物)+車位,臺北市文山區 木柵路一段,33.15,住,,,1110128,土地1建物1車位1,二十二層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,202.02,3,2,2,有,無,41980000,230512,坡道平面,31.4,2650000,雨遮不計價。,RPRNMLOKKHHGFAA96CB,元利森活莊園,B棟B2-22F號
