鄉鎮市區,交易標的,土地位置建物門牌,都市土地使用分區,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-隔間,車位類別,備註,File,土地移轉坪數,建物移轉坪數,車位移轉坪數,地址,台北市,戶別,建物+車位移轉數,每坪單價(萬),總價(萬),車位總價(萬),幾房,幾廳,幾衛,車位,車位單價(萬),交易年,交易月,MRT,MRT_DIST,MRT_Tput_UL,MRT_Commute_Time_UL,MRT_Tput_DL,MRT_Tput,sku_dist,sku_name,sku_109_total,sku_public,lat,log,建案名稱,棟及號,屋齡,coor,MRT_ave,SKU_ave,coor_ave,DIST_ave,Latest
北投區,房地(土地+建物)+車位,台北市北投區石牌路二段317號,住,1100911,9,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,4.19,24.46,3.74,北投區石牌路二段317號,1,B-9F號,28.2,88.74,2340,170,2,2,1,1,170,110,9,R線_石牌站,1115.0,3618.0,20.26,1855.0,-1763.0,487.0,天母國小,1684.0,1.0,25.12187,121.52327,春聚,B-9F號,0,121.52327_25.12187,87.4,96.63,85.03,66.9,1.0
北投區,房地(土地+建物)+車位,台北市北投區石牌路二段317號,住,1100911,8,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,3.93,23.22,3.74,北投區石牌路二段317號,1,C-8F號,26.96,88.31,2220,170,2,2,1,1,170,110,9,R線_石牌站,1115.0,3618.0,20.26,1855.0,-1763.0,487.0,天母國小,1684.0,1.0,25.12187,121.52327,春聚,C-8F號,0,121.52327_25.12187,87.4,96.63,85.03,66.9,1.0
內湖區,房地(土地+建物)+車位,台北市內湖區金湖路347巷88號,住,1100911,4,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,A_lvr_land_B_110_S4.csv,13.07,25.89,2.34,內湖區金湖路347巷88號,1,A-4號,28.23,83.44,2340,180,2,1,1,1,180,110,9,BR線_葫洲站,851.0,1434.0,19.07,2104.0,670.0,268.0,麗湖國小,1251.0,1.0,25.07424,121.59887,麗湖嵐天,A-4號,0,121.59887_25.07424,83.85,83.85,83.85,87.32,1.0
中山區,房地(土地+建物)+車位,台北市中山區興亞里吉林路14巷,住,1100911,7,14,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.91,44.65,9.75,中山區興亞里吉林路14巷,1,B-7F號,54.4,128.77,6075,325,3,2,2,1,325,110,9,G線_松江南京站,386.0,1315.0,12.24,3369.0,2054.0,111.0,長安國小,576.0,1.0,25.05066,121.52965,序東騰,B-7F號,0,121.52965_25.05066,109.94,120.89,132.27,98.75,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100911,8,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,3.61,27.08,7.1,南港區東新里興南街,1,B棟B8-8F號,34.18,85.68,2610,290,2,2,2,1,290,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,B棟B8-8F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,14,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,10.11,61.910000000000004,11.35,南港區向陽路120巷2弄,1,B棟B4-14F號,73.26,83.29,5451,295,3,2,2,1,295,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B4-14F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,8,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.97,60.599999999999994,22.7,南港區向陽路120巷2弄,1,B棟B1-8F號,83.3,89.13,5976,575,3,2,2,2,288,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B1-8F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
士林區,房地(土地+建物)+車位,台北市士林區大南路,商,1100911,4,21,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,8.59,47.31,12.37,士林區大南路,1,A5-4F號,59.68,75.04,3750,200,3,2,2,1,200,110,9,R線_士林站,598.0,2593.0,16.9,2386.0,-207.0,490.0,百齡國小,1466.0,1.0,25.08896,121.52166,士林一品,A5-4F號,0,121.52166_25.08896,85.95,79.39,81.52,82.62,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,10,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.97,60.599999999999994,22.7,南港區向陽路120巷2弄,1,B棟B1-10F號,83.3,90.53,6061,575,3,2,2,2,288,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B1-10F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,14,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.88,60.6,11.35,南港區向陽路120巷2弄,1,B棟B1-14F號,71.95,90.38,5772,295,3,2,2,1,295,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B1-14F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
內湖區,房地(土地+建物)+車位,台北市內湖區金湖路347巷88號,住,1100911,3,5,華廈(10層含以下有電梯),住家用,RC,,有,其他,,A_lvr_land_B_110_S4.csv,13.42,26.57,2.34,內湖區金湖路347巷88號,1,B-3號,28.91,80.99,2332,180,2,1,1,1,180,110,9,BR線_葫洲站,851.0,1434.0,19.07,2104.0,670.0,268.0,麗湖國小,1251.0,1.0,25.07424,121.59887,麗湖嵐天,B-3號,0,121.59887_25.07424,83.85,83.85,83.85,87.32,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,17,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.74,33.88,10.5,大同區民生西路251號,1,B棟2號,44.38,89.72,3290,250,3,2,1,1,250,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟2號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,16,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.61,44.08,10.5,大同區民生西路251號,1,A棟5號,54.58,85.06,4030,280,4,2,2,1,280,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟5號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,2,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.01,36.79,10.5,大同區民生西路251號,1,B棟1號,47.29,81.27,3280,290,3,2,2,1,290,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,19,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.74,45.19,10.5,大同區民生西路251號,1,A棟4號,55.69,87.51,4235,280,4,2,2,1,280,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟4號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區中華路二段484巷,住,1100911,8,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.4,18.22,12.89,萬華區中華路二段484巷,1,A棟2號,31.11,82.63,1766,260,1,1,1,1,260,110,9,G線_小南門站,1044.0,660.0,13.29,1721.0,1061.0,345.0,忠義國小,62.0,1.0,25.02658,121.50705,昇陽逸居,A棟2號,0,121.50705_25.02658,85.47,82.63,82.63,68.45,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路,住,1100911,11,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,5.51,24.03,11.5,北投區公館路,1,B2-11F號,35.53,66.48,1858,260,2,2,2,1,260,110,9,R線_唭哩岸站,609.0,1495.0,20.11,656.0,-839.0,99.0,清江國小,469.0,1.0,25.12615,121.5081,奇岩綠境,B2-11F號,0,121.5081_25.12615,62.03,64.39,62.03,66.9,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1100911,12,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,A_lvr_land_B_110_S4.csv,4.54,46.0,11.15,大同區承德路二段146號,1,B棟3號,57.15,101.97,4920,230,3,2,2,1,230,110,9,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,B棟3號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區中華路二段484巷,住,1100911,8,11,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.4,18.22,12.89,萬華區中華路二段484巷,1,A棟2號,31.11,82.63,1766,260,1,1,1,1,260,110,9,G線_小南門站,1044.0,660.0,13.29,1721.0,1061.0,345.0,忠義國小,62.0,1.0,25.02658,121.50705,昇陽逸居,A棟2號,0,121.50705_25.02658,85.47,82.63,82.63,68.45,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1100911,3,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,A_lvr_land_B_110_S4.csv,3.23,33.34,11.15,大同區承德路二段146號,1,A棟4號,44.49,95.09,3410,240,2,2,1,1,240,110,9,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟4號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100911,15,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,6.33,47.3,7.1,南港區東新里興南街,1,A棟A3-15F號,54.4,85.0,4330,310,3,2,2,1,310,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A3-15F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100911,2,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,3.61,27.03,7.1,南港區東新里興南街,1,A棟A2-2F號,34.13,85.09,2600,300,2,2,2,1,300,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A2-2F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區承德路二段146號,住,1100911,4,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價,A_lvr_land_B_110_S4.csv,4.44,46.83,11.15,大同區承德路二段146號,1,A棟2號,57.98,94.99,4698,250,3,2,2,1,250,110,9,R線_民權西路站,352.0,1668.0,12.98,2928.0,1260.0,139.0,雙蓮國小,968.0,1.0,25.05976,121.518,城心曜曜,A棟2號,0,121.518_25.05976,92.3,90.59,102.44,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,2,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.74,34.8,10.5,大同區民生西路251號,1,A棟1號,45.3,84.47,3230,290,2,2,2,1,290,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區東新里興南街,住,1100911,16,26,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,預售屋雨遮計坪不計價,A_lvr_land_B_110_S4.csv,3.61,27.08,7.1,南港區東新里興南街,1,A棟A8-16F號,34.18,87.45,2668,300,2,2,2,1,300,110,9,BL線_南港站,679.0,2427.0,13.94,3256.0,829.0,334.0,東新國小,556.0,1.0,25.05771,121.60443,擎天森林,A棟A8-16F號,0,121.60443_25.05771,86.71,88.32,86.13,86.24,1.0
中山區,房地(土地+建物)+車位,台北市中山區中山區中庄里民生東路二段127巷7.9號,住,1100911,9,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,4.57,27.26,5.81,中山區中山區中庄里民生東路二段127巷7.9號,1,A-9F號,33.07,106.78,3140,230,2,1,2,1,230,110,9,O線_行天宮站,460.0,1706.0,13.84,2598.0,892.0,722.0,中山國小,1513.0,1.0,25.06463,121.53344,佳元松江,A-9F號,0,121.53344_25.06463,91.47,87.06,106.78,98.75,1.0
中正區,房地(土地+建物)+車位,台北市中正區羅斯福路三段212號,商,1100911,13,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,其他,,A_lvr_land_B_110_S4.csv,2.21,22.05,2.66,中正區羅斯福路三段212號,1,A613號,24.71,132.38,3158,240,1,1,2,1,240,110,9,G線_台電大樓站,247.0,1722.0,15.24,1256.0,-466.0,180.0,古亭國小,1210.0,1.0,25.01909,121.52949,寶舖ＣＡＲＥ,A613號,0,121.52949_25.01909,131.03,122.98,129.32,112.41,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100911,7,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.86,60.43,11.35,南港區向陽路120巷2弄,1,A棟A1-7F號,71.78,97.41,6172,285,3,2,2,1,285,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,A棟A1-7F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100911,19,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.01,36.69,10.5,大同區民生西路251號,1,B棟1號,47.19,90.74,3620,290,3,2,2,1,290,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區中山北路二段93巷,商,1100911,12,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,3.77,45.5,4.32,中山區中山北路二段93巷,1,A2-12F號,49.82,94.45,4488,190,3,2,2,1,190,110,9,O線_中山國小站,516.0,1578.0,14.14,1567.0,-11.0,552.0,中山國小,1513.0,1.0,25.05948,121.52329,忠泰旭美,A2-12F號,0,121.52329_25.05948,89.31,87.06,89.08,98.75,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,19,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.47,30.96,10.5,大同區民生西路251號,1,B棟4號,41.46,90.76,3025,215,3,2,2,1,215,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟4號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100910,3,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,9.88,60.6,11.35,南港區向陽路120巷2弄,1,B棟B1-3F號,71.95,92.9,5925,295,3,2,2,1,295,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B1-3F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區莒光路347巷,住,1100910,4,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.72,27.04,10.29,萬華區莒光路347巷,1,甲棟B2-4F號,37.33,66.49,2058,260,2,2,2,1,260,110,9,BL線_龍山寺站,599.0,3511.0,16.12,2877.0,-634.0,130.0,雙園國小,608.0,1.0,25.03091,121.4971,中正城閱.,甲棟B2-4F號,0,121.4971_25.03091,64.23,74.5,71.75,68.45,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,22,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.34,29.08,10.5,大同區民生西路251號,1,B棟3號,39.58,92.85,2910,210,2,2,2,1,210,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟3號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,16,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,2.47,30.96,10.5,大同區民生西路251號,1,B棟4號,41.46,89.31,3025,260,3,2,2,1,260,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,B棟4號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,23,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.61,44.08,10.5,大同區民生西路251號,1,A棟5號,54.58,88.46,4210,310,4,2,2,1,310,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟5號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,16,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.74,45.19,10.5,大同區民生西路251號,1,A棟4號,55.69,86.02,4138,250,4,2,2,1,250,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟4號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,20,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,3.48,43.25,10.5,大同區民生西路251號,1,A棟3號,53.75,95.02,4330,220,4,2,2,1,220,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟3號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路25巷1號,住,1100910,2,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,4.89,23.689999999999998,7.01,北投區公館路25巷1號,1,A2號,30.7,60.56,1560,125,2,2,1,1,125,110,9,R線_新北投站,416.0,463.0,27.78,574.0,111.0,284.0,北投國小,1153.0,1.0,25.13331,121.50293,泊山妍,A2號,0,121.50293_25.13331,55.87,64.52,63.08,66.9,1.0
萬華區,房地(土地+建物)+車位,台北市萬華區莒光路347巷,住,1100910,4,14,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,8.08,45.37,10.29,萬華區莒光路347巷,1,甲棟B1-4F號,55.66,69.91,3432,260,3,2,2,1,260,110,9,BL線_龍山寺站,599.0,3511.0,16.12,2877.0,-634.0,130.0,雙園國小,608.0,1.0,25.03091,121.4971,中正城閱.,甲棟B1-4F號,0,121.4971_25.03091,64.23,74.5,71.75,68.45,1.0
士林區,房地(土地+建物)+車位,台北市士林區德行東路335號,住,1100910,10,13,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,6.85,35.910000000000004,3.47,士林區德行東路335號,1,A2-10號,39.38,93.58,3510,150,3,2,2,1,150,110,9,R線_芝山站,1781.0,3113.0,18.76,1601.0,-1512.0,137.0,芝山國小,416.0,1.0,25.11044,121.53777,原禾賦,A2-10號,0,121.53777_25.11044,72.58,107.13,94.43,82.62,1.0
大同區,房地(土地+建物)+車位,台北市大同區民生西路251號,商,1100910,22,24,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,4.01,49.49,10.5,大同區民生西路251號,1,A棟1號,59.99,95.98,5040,290,4,2,2,1,290,110,9,G線_中山站,664.0,1523.0,12.09,3479.0,1956.0,139.0,蓬萊國小,704.0,1.0,25.05718,121.51463,雲極,A棟1號,0,121.51463_25.05718,90.71,88.01,90.71,79.43,1.0
中山區,房地(土地+建物)+車位,台北市中山區中庄里民生東路二段127巷7.9號,住,1100910,5,10,華廈(10層含以下有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,2.11,12.59,5.81,中山區中庄里民生東路二段127巷7.9號,1,E-5F號,18.4,104.87,1550,230,1,0,1,1,230,110,9,O線_行天宮站,165.0,1706.0,13.84,2598.0,892.0,495.0,長春國小,1085.0,1.0,25.05913,121.5322,佳元松江,E-5F號,0,121.5322_25.05913,91.47,103.17,104.56,98.75,1.0
南港區,房地(土地+建物)+車位,台北市南港區向陽路120巷2弄,住,1100910,3,15,住宅大樓(11層含以上有電梯),住家用,RC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,10.11,61.910000000000004,11.35,南港區向陽路120巷2弄,1,B棟B4-3F號,73.26,76.37,5003,275,3,2,2,1,275,110,9,BL線_昆陽站,542.0,1421.0,16.45,3177.0,1756.0,217.0,玉成國小,545.0,1.0,25.0549,121.59637,國泰悠陽,B棟B4-3F號,0,121.59637_25.0549,87.35,85.17,88.91,86.24,1.0
文山區,房地(土地+建物)+車位,台北市文山區木柵路一段209號,住,1100910,5,27,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,雨遮不計價。,A_lvr_land_B_110_S4.csv,11.16,57.370000000000005,8.5,文山區木柵路一段209號,1,A棟A3-5F號,65.87,68.43,4146,220,3,2,3,1,220,110,9,G線_大坪林站,1128.0,3124.0,20.96,1585.0,-1539.0,161.0,永建國小,597.0,1.0,24.98787,121.55161,元利森活莊園,A棟A3-5F號,0,121.55161_24.98787,72.14,72.81,72.81,68.02,1.0
北投區,房地(土地+建物)+車位,台北市北投區公館路25巷1號,住,1100910,3,12,住宅大樓(11層含以上有電梯),住家用,RC,,有,升降機械,,A_lvr_land_B_110_S4.csv,7.24,35.09,7.01,北投區公館路25巷1號,1,B3號,42.1,61.45,2281,125,3,2,2,1,125,110,9,R線_新北投站,416.0,463.0,27.78,574.0,111.0,284.0,北投國小,1153.0,1.0,25.13331,121.50293,泊山妍,B3號,0,121.50293_25.13331,55.87,64.52,63.08,66.9,1.0
中山區,房地(土地+建物)+車位,台北市中山區興亞里吉林路14巷,住,1100910,3,14,住宅大樓(11層含以上有電梯),住家用,SRC,,有,坡道平面,,A_lvr_land_B_110_S4.csv,7.43,56.129999999999995,9.75,中山區興亞里吉林路14巷,1,A-3F號,65.88,128.88,7579,345,3,2,3,1,345,110,9,G線_松江南京站,386.0,1315.0,12.24,3369.0,2054.0,111.0,長安國小,576.0,1.0,25.05066,121.52965,序東騰,A-3F號,0,121.52965_25.05066,109.94,120.89,132.27,98.75,1.0
